name,unit,dataset_id,id
"Net bilateral aid flows from DAC donors, Total (current US$)",,9,112
"Net bilateral aid flows from DAC donors, United States (current US$)",,9,113
"Net ODA provided, to the least developed countries (current US$)",,9,114
Net ODA provided to the least developed countries (% of GNI),,9,115
"Net ODA provided, total (current US$)",,9,116
"Net ODA provided, total (% of GNI)",,9,117
"Net ODA provided, total (constant 2015 US$)",,9,118
"External debt stocks, total (DOD, current US$)",,10,119
External debt stocks (% of GNI),,11,120
"Use of IMF credit (DOD, current US$)",,10,121
"External debt stocks, long-term (DOD, current US$)",,10,122
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",,10,123
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",,10,124
"External debt stocks, short-term (DOD, current US$)",,10,125
Short-term debt (% of total reserves),,11,126
"Short-term debt (% of exports of goods, services and primary income)",,11,127
Short-term debt (% of total external debt),,11,128
"PPG, IBRD (DOD, current US$)",,10,129
"PPG, IDA (DOD, current US$)",,10,130
"IBRD loans and IDA credits (DOD, current US$)",,10,131
Present value of external debt (current US$),,10,132
"Present value of external debt (% of exports of goods, services and income)",,11,133
Present value of external debt (% of GNI),,11,134
"Net financial flows, bilateral (NFL, current US$)",,12,135
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",,12,136
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",,12,137
"Net official flows from UN agencies, FAO (current US$)",,9,138
"Net official flows from UN agencies, IAEA (current US$)",,9,139
"Net official flows from UN agencies, IFAD (current US$)",,9,140
"Net official flows from UN agencies, ILO (current US$)",,9,141
"Net financial flows, IMF concessional (NFL, current US$)",,12,142
"Net financial flows, IMF nonconcessional (NFL, current US$)",,12,143
"Net financial flows, IBRD (NFL, current US$)",,12,144
"Net financial flows, IDA (NFL, current US$)",,12,145
"Net financial flows, multilateral (NFL, current US$)",,12,146
"Net financial flows, others (NFL, current US$)",,12,147
"IFC, private nonguaranteed (NFL, current US$)",,12,148
"PPG, official creditors (NFL, current US$)",,12,149
"PPG, bonds (NFL, current US$)",,12,150
"PPG, commercial banks (NFL, current US$)",,12,151
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",,12,152
"PNG, bonds (NFL, current US$)",,12,153
"PNG, commercial banks and other creditors (NFL, current US$)",,12,154
"PPG, other private creditors (NFL, current US$)",,12,155
"PPG, private creditors (NFL, current US$)",,12,156
"Net financial flows, RDB concessional (NFL, current US$)",,12,157
"Net financial flows, RDB nonconcessional (NFL, current US$)",,12,158
"Net official flows from UN agencies, UNAIDS (current US$)",,9,159
"Net official flows from UN agencies, UNICEF (current US$)",,9,160
"Net official flows from UN agencies, UNHCR (current US$)",,9,161
"Net official flows from UN agencies, UNDP (current US$)",,9,162
"Net official flows from UN agencies, UNECE (current US$)",,9,163
"Net official flows from UN agencies, UNFPA (current US$)",,9,164
"Net official flows from UN agencies, UNPBF (current US$)",,9,165
"Net official flows from UN agencies, UNRWA (current US$)",,9,166
"Net official flows from UN agencies, UNTA (current US$)",,9,167
"Net official flows from UN agencies, UNWTO (current US$)",,9,168
"Net official flows from UN agencies, WFP (current US$)",,9,169
"Net official flows from UN agencies, WHO (current US$)",,9,170
Net official development assistance and official aid received (current US$),,9,171
Net official development assistance and official aid received (constant 2016 US$),,9,172
Net official aid received (current US$),,9,173
Net official aid received (constant 2016 US$),,9,174
Net official development assistance received (current US$),,9,175
Net ODA received (% of gross capital formation),,9,176
Net ODA received (% of GNI),,9,177
Net official development assistance received (constant 2016 US$),,9,178
"Net ODA received (% of imports of goods, services and primary income)",,9,179
Net ODA received per capita (current US$),,9,180
Net ODA received (% of central government expense),,9,181
"Debt service on external debt, total (TDS, current US$)",,13,182
"Total debt service (% of exports of goods, services and primary income)",,11,183
Total debt service (% of GNI),,11,184
"IMF repurchases and charges (TDS, current US$)",,13,185
Debt service to exports (%),,14,186
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",,13,187
Public and publicly guaranteed debt service (% of GNI),,11,188
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",,11,189
"Multilateral debt service (TDS, current US$)",,13,190
Multilateral debt service (% of public and publicly guaranteed debt service),,11,191
Access to clean fuels and technologies for cooking (% of population),,15,192
Energy intensity level of primary energy (MJ/$2011 PPP GDP),,15,193
"Access to electricity, rural (% of rural population)",,15,194
"Access to electricity, urban (% of urban population)",,15,195
Access to electricity (% of population),,15,196
Electricity production from coal sources (% of total),,15,197
"Electricity production from oil, gas and coal sources (% of total)",,15,198
Electricity production from hydroelectric sources (% of total),,15,199
Electric power transmission and distribution losses (% of output),,15,200
Electricity production from natural gas sources (% of total),,15,201
Electricity production from nuclear sources (% of total),,15,202
Electricity production from oil sources (% of total),,15,203
Renewable electricity output (% of total electricity output),,15,204
"Electricity production from renewable sources, excluding hydroelectric (kWh)",,15,205
"Electricity production from renewable sources, excluding hydroelectric (% of total)",,15,206
Renewable energy consumption (% of total final energy consumption),,15,207
GDP per unit of energy use (PPP $ per kg of oil equivalent),,15,208
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),,15,209
"Energy imports, net (% of energy use)",,15,210
Alternative and nuclear energy (% of total energy use),,15,211
Fossil fuel energy consumption (% of total),,15,212
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",,15,213
Combustible renewables and waste (% of total energy),,15,214
Electric power consumption (kWh per capita),,15,215
Energy use (kg of oil equivalent per capita),,15,216
CO2 intensity (kg per kg of oil equivalent energy use),,16,217
CO2 emissions from gaseous fuel consumption (kt),,16,218
CO2 emissions from gaseous fuel consumption (% of total),,16,219
CO2 emissions (kg per 2010 US$ of GDP),,16,220
CO2 emissions (kt),,16,221
CO2 emissions from liquid fuel consumption (kt),,16,222
CO2 emissions from liquid fuel consumption (% of total),,16,223
CO2 emissions (metric tons per capita),,16,224
CO2 emissions (kg per PPP $ of GDP),,16,225
CO2 emissions (kg per 2011 PPP $ of GDP),,16,226
CO2 emissions from solid fuel consumption (kt),,16,227
CO2 emissions from solid fuel consumption (% of total),,16,228
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,16,229
Other greenhouse gas emissions (% change from 1990),,16,230
Total greenhouse gas emissions (kt of CO2 equivalent),,16,231
Total greenhouse gas emissions (% change from 1990),,16,232
HFC gas emissions (thousand metric tons of CO2 equivalent),,16,233
Agricultural methane emissions (thousand metric tons of CO2 equivalent),,16,234
Agricultural methane emissions (% of total),,16,235
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),,16,236
Energy related methane emissions (% of total),,16,237
Methane emissions (kt of CO2 equivalent),,16,238
Methane emissions (% change from 1990),,16,239
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),,16,240
Agricultural nitrous oxide emissions (% of total),,16,241
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),,16,242
Nitrous oxide emissions in energy sector (% of total),,16,243
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),,16,244
Nitrous oxide emissions (% change from 1990),,16,245
PFC gas emissions (thousand metric tons of CO2 equivalent),,16,246
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,16,247
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",,16,248
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",,16,249
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",,16,250
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",,16,251
SF6 gas emissions (thousand metric tons of CO2 equivalent),,16,252
"Bird species, threatened",,17,253
Disaster risk reduction progress score (1-5 scale; 5=best),,1,254
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,16,255
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,1,256
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),,16,257
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",,16,258
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),,16,259
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",,16,260
CO2 emissions from transport (% of total fuel combustion),,16,261
"Fish species, threatened",,17,262
"Plant species (higher), threatened",,17,263
"Mammal species, threatened",,17,264
Population density (people per sq. km of land area),,18,265
Rural population living in areas where elevation is below 5 meters (% of total population),,1,266
Urban population living in areas where elevation is below 5 meters (% of total population),,1,267
Population living in areas where elevation is below 5 meters (% of total population),,1,268
Population living in slums (% of urban population),,18,269
Population in largest city,,18,270
Population in the largest city (% of urban population),,18,271
Population in urban agglomerations of more than 1 million,,18,272
Population in urban agglomerations of more than 1 million (% of total population),,18,273
Pump price for diesel fuel (US$ per liter),,19,274
Pump price for gasoline (US$ per liter),,19,275
Aquaculture production (metric tons),,0,276
Capture fisheries production (metric tons),,0,277
Total fisheries production (metric tons),,0,278
"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",,20,279
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,20,280
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,20,281
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,20,282
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,,20,283
"Annual freshwater withdrawals, total (billion cubic meters)",,20,284
"Annual freshwater withdrawals, total (% of internal resources)",,20,285
"Renewable internal freshwater resources, total (billion cubic meters)",,20,286
Renewable internal freshwater resources per capita (cubic meters),,20,287
Terrestrial protected areas (% of total land area),,17,288
Marine protected areas (% of territorial waters),,17,289
Terrestrial and marine protected areas (% of total territorial area),,17,290
Bank nonperforming loans to total gross loans (%),,21,291
"Automated teller machines (ATMs) (per 100,000 adults)",,22,292
Bank capital to assets ratio (%),,21,293
"Commercial bank branches (per 100,000 adults)",,22,294
"Borrowers from commercial banks (per 1,000 adults)",,22,295
"Depositors with commercial banks (per 1,000 adults)",,22,296
Domestic credit to private sector by banks (% of GDP),,21,297
Bank liquid reserves to bank assets ratio (%),,21,298
"Total reserves (includes gold, current US$)",,6,299
Total reserves (% of total external debt),,6,300
Total reserves in months of imports,,6,301
Total reserves minus gold (current US$),,6,302
Claims on central government (annual growth as % of broad money),,21,303
Claims on other sectors of the domestic economy (annual growth as % of broad money),,21,304
Net domestic credit (current LCU),,21,305
Net foreign assets (current LCU),,21,306
Claims on private sector (annual growth as % of broad money),,21,307
Broad money (current LCU),,23,308
Broad money (% of GDP),,23,309
Broad money to total reserves ratio,,23,310
Broad money growth (annual %),,23,311
Consumer price index (2010 = 100),,24,312
"Inflation, consumer prices (annual %)",,24,313
Wholesale price index (2010 = 100),,24,314
Deposit interest rate (%),,25,315
Lending interest rate (%),,25,316
"Interest rate spread (lending rate minus deposit rate, %)",,25,317
Real interest rate (%),,25,318
"Risk premium on lending (lending rate minus treasury bill rate, %)",,25,319
"Claims on central government, etc. (% GDP)",,21,320
Claims on other sectors of the domestic economy (% of GDP),,21,321
Domestic credit provided by financial sector (% of GDP),,21,322
Domestic credit to private sector (% of GDP),,21,323
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",,22,324
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",,22,325
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",,22,326
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",,22,327
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",,22,328
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",,22,329
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",,22,330
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",,22,331
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,22,332
Research and development expenditure (% of GDP),,26,333
Net acquisition of financial assets (current LCU),,27,334
Net acquisition of financial assets (% of GDP),,27,335
"Central government debt, total (current LCU)",,27,336
"Central government debt, total (% of GDP)",,27,337
"Net incurrence of liabilities, total (current LCU)",,27,338
"Net incurrence of liabilities, total (% of GDP)",,27,339
Net investment in nonfinancial assets (current LCU),,27,340
Net investment in nonfinancial assets (% of GDP),,27,341
Net lending (+) / net borrowing (-) (current LCU),,27,342
Net lending (+) / net borrowing (-) (% of GDP),,27,343
Grants and other revenue (current LCU),,28,344
Grants and other revenue (% of revenue),,28,345
Social contributions (current LCU),,28,346
Social contributions (% of revenue),,28,347
"Revenue, excluding grants (current LCU)",,28,348
"Revenue, excluding grants (% of GDP)",,28,349
Taxes on exports (current LCU),,28,350
Taxes on exports (% of tax revenue),,28,351
Taxes on goods and services (current LCU),,28,352
Taxes on goods and services (% of revenue),,28,353
Taxes on goods and services (% value added of industry and services),,28,354
Customs and other import duties (current LCU),,28,355
Customs and other import duties (% of tax revenue),,28,356
Taxes on international trade (current LCU),,28,357
Taxes on international trade (% of revenue),,28,358
Other taxes (current LCU),,28,359
Other taxes (% of revenue),,28,360
Tax revenue (current LCU),,28,361
Tax revenue (% of GDP),,28,362
"Taxes on income, profits and capital gains (current LCU)",,28,363
"Taxes on income, profits and capital gains (% of revenue)",,28,364
"Taxes on income, profits and capital gains (% of total taxes)",,28,365
Compensation of employees (current LCU),,29,366
Compensation of employees (% of expense),,29,367
Goods and services expense (current LCU),,29,368
Goods and services expense (% of expense),,29,369
Interest payments (current LCU),,29,370
Interest payments (% of revenue),,29,371
Interest payments (% of expense),,29,372
Other expense (current LCU),,29,373
Other expense (% of expense),,29,374
Expense (current LCU),,29,375
Expense (% of GDP),,29,376
Subsidies and other transfers (current LCU),,29,377
Subsidies and other transfers (% of expense),,29,378
Primary government expenditures as a proportion of original approved budget (%),,30,379
Human capital index (HCI) (scale 0-1),,31,380
"Human capital index (HCI), female (scale 0-1)",,31,381
"Human capital index (HCI), lower bound (scale 0-1)",,31,382
"Human capital index (HCI), female, lower bound (scale 0-1)",,31,383
"Human capital index (HCI), male, lower bound (scale 0-1)",,31,384
"Human capital index (HCI), male (scale 0-1)",,31,385
"Human capital index (HCI), upper bound (scale 0-1)",,31,386
"Human capital index (HCI), female, upper bound (scale 0-1)",,31,387
"Human capital index (HCI), male, upper bound (scale 0-1)",,31,388
Distance to frontier score (0=lowest performance to 100=frontier),,32,389
Business extent of disclosure index (0=less disclosure to 10=more disclosure),,32,390
Ease of doing business index (1=most business-friendly regulations),,32,391
"New business density (new registrations per 1,000 people ages 15-64)",,32,392
New businesses registered (number),,32,393
Depth of credit information index (0=low to 8=high),,32,394
Private credit bureau coverage (% of adults),,32,395
Public credit registry coverage (% of adults),,32,396
Average time to clear exports through customs (days),,32,397
Time to obtain an electrical connection (days),,32,398
Power outages in firms in a typical month (number),,32,399
Firms experiencing electrical outages (% of firms),,32,400
Time required to get electricity (days),,32,401
"Cost to export, border compliance (US$)",,33,402
"Cost to export, documentary compliance (US$)",,33,403
"Time to export, border compliance (hours)",,33,404
"Time to export, documentary compliance (hours)",,33,405
Firms using banks to finance working capital (% of firms),,32,406
Firms using banks to finance investment (% of firms),,32,407
Bribery incidence (% of firms experiencing at least one bribe payment request),,32,408
Firms competing against unregistered firms (% of firms),,32,409
Informal payments to public officials (% of firms),,32,410
Losses due to theft and vandalism (% of annual sales for affected firms),,32,411
Time required to obtain an operating license (days),,32,412
Firms with female top manager (% of firms),,32,413
Firms with female participation in ownership (% of firms),,32,414
Firms formally registered when operations started (% of firms),,32,415
Firms that do not report all sales for tax purposes (% of firms),,32,416
Firms visited or required meetings with tax officials (% of firms),,32,417
Value lost due to electrical outages (% of sales for affected firms),,32,418
Firms that spend on R&D (% of firms),,32,419
Firms experiencing losses due to theft and vandalism (% of firms),,32,420
Firms offering formal training (% of firms),,32,421
Time spent dealing with the requirements of government regulations (% of senior management time),,32,422
"Cost to import, border compliance (US$)",,33,423
"Cost to import, documentary compliance (US$)",,33,424
"Time to import, border compliance (hours)",,33,425
"Time to import, documentary compliance (hours)",,33,426
Time to resolve insolvency (years),,32,427
Strength of legal rights index (0=weak to 12=strong),,32,428
Time required to enforce a contract (days),,32,429
Time required to register property (days),,32,430
Procedures to register property (number),,32,431
"Cost of business start-up procedures, female (% of GNI per capita)",,32,432
"Cost of business start-up procedures, male (% of GNI per capita)",,32,433
Cost of business start-up procedures (% of GNI per capita),,32,434
Time required to start a business (days),,32,435
"Time required to start a business, female (days)",,32,436
"Time required to start a business, male (days)",,32,437
Start-up procedures to register a business (number),,32,438
"Start-up procedures to register a business, female (number)",,32,439
"Start-up procedures to register a business, male (number)",,32,440
Time to prepare and pay taxes (hours),,32,441
Firms expected to give gifts in meetings with tax officials (% of firms),,32,442
Labor tax and contributions (% of commercial profits),,32,443
Number of visits or required meetings with tax officials (average for affected firms),,32,444
Other taxes payable by businesses (% of commercial profits),,32,445
Tax payments (number),,32,446
Profit tax (% of commercial profits),,32,447
Total tax rate (% of commercial profits),,32,448
Time required to build a warehouse (days),,32,449
Procedures to build a warehouse (number),,32,450
Investment in energy with private participation (current US$),,34,451
Investment in ICT with private participation (current US$),,34,452
Investment in transport with private participation (current US$),,34,453
Investment in water and sanitation with private participation (current US$),,34,454
Public private partnerships investment in energy (current US$),,34,455
Public private partnerships investment in ICT (current US$),,34,456
Public private partnerships investment in transport (current US$),,34,457
Public private partnerships investment in water and sanitation (current US$),,34,458
"Industrial design applications, nonresident, by count",,26,459
"Industrial design applications, resident, by count",,26,460
Scientific and technical journal articles,,26,461
"Patent applications, nonresidents",,26,462
"Patent applications, residents",,26,463
"Trademark applications, nonresident, by count",,26,464
"Trademark applications, direct nonresident",,26,465
"Trademark applications, direct resident",,26,466
"Trademark applications, resident, by count",,26,467
"Trademark applications, total",,26,468
CPIA business regulatory environment rating (1=low to 6=high),,31,469
CPIA debt policy rating (1=low to 6=high),,31,470
CPIA economic management cluster average (1=low to 6=high),,31,471
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),,31,472
CPIA quality of budgetary and financial management rating (1=low to 6=high),,31,473
CPIA financial sector rating (1=low to 6=high),,31,474
CPIA fiscal policy rating (1=low to 6=high),,31,475
CPIA gender equality rating (1=low to 6=high),,31,476
CPIA building human resources rating (1=low to 6=high),,31,477
IDA resource allocation index (1=low to 6=high),,31,478
CPIA macroeconomic management rating (1=low to 6=high),,31,479
CPIA quality of public administration rating (1=low to 6=high),,31,480
CPIA equity of public resource use rating (1=low to 6=high),,31,481
CPIA property rights and rule-based governance rating (1=low to 6=high),,31,482
CPIA social protection rating (1=low to 6=high),,31,483
CPIA public sector management and institutions cluster average (1=low to 6=high),,31,484
CPIA efficiency of revenue mobilization rating (1=low to 6=high),,31,485
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),,31,486
CPIA structural policies cluster average (1=low to 6=high),,31,487
CPIA trade rating (1=low to 6=high),,31,488
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",,31,489
Methodology assessment of statistical capacity (scale 0 - 100),,31,490
Overall level of statistical capacity (scale 0 - 100),,31,491
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),,31,492
Source data assessment of statistical capacity (scale 0 - 100),,31,493
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",,19,494
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",,19,495
"Air transport, registered carrier departures worldwide",,19,496
"Air transport, freight (million ton-km)",,19,497
"Air transport, passengers carried",,19,498
"Railways, goods transported (million ton-km)",,19,499
"Railways, passengers carried (million passenger-km)",,19,500
Rail lines (total route-km),,19,501
Liner shipping connectivity index (maximum value in 2004 = 100),,19,502
Container port traffic (TEU: 20 foot equivalent units),,19,503
Mobile cellular subscriptions,,7,504
Mobile cellular subscriptions (per 100 people),,7,505
Fixed telephone subscriptions,,7,506
Fixed telephone subscriptions (per 100 people),,7,507
Fixed broadband subscriptions,,7,508
Fixed broadband subscriptions (per 100 people),,7,509
Secure Internet servers,,7,510
Secure Internet servers (per 1 million people),,7,511
Individuals using the Internet (% of population),,7,512
"Lead time to export, median case (days)",,33,513
"Lead time to import, median case (days)",,33,514
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),,33,515
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),,33,516
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),,33,517
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),,33,518
Logistics performance index: Overall (1=low to 5=high),,33,519
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),,33,520
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),,33,521
Arms imports (SIPRI trend indicator values),,35,522
"Armed forces personnel, total",,35,523
Armed forces personnel (% of total labor force),,35,524
Military expenditure (current USD),,35,525
Military expenditure (current LCU),,35,526
Military expenditure (% of GDP),,35,527
Military expenditure (% of general government expenditure),,35,528
Arms exports (SIPRI trend indicator values),,35,529
General government final consumption expenditure (current US$),,36,530
General government final consumption expenditure (current LCU),,37,531
General government final consumption expenditure (constant 2010 US$),,38,532
General government final consumption expenditure (annual % growth),,39,533
General government final consumption expenditure (constant LCU),,40,534
General government final consumption expenditure (% of GDP),,41,535
Household final consumption expenditure (current US$),,36,536
Household final consumption expenditure (current LCU),,37,537
Household final consumption expenditure (constant 2010 US$),,38,538
Household final consumption expenditure (annual % growth),,39,539
Household final consumption expenditure (constant LCU),,40,540
Household final consumption expenditure per capita (constant 2010 US$),,38,541
Household final consumption expenditure per capita growth (annual %),,39,542
"Household final consumption expenditure, PPP (current international $)",,42,543
"Household final consumption expenditure, PPP (constant 2011 international $)",,42,544
Households and NPISHs final consumption expenditure (% of GDP),,41,545
Final consumption expenditure (current US$),,36,546
Final consumption expenditure (current LCU),,37,547
Final consumption expenditure (constant 2010 US$),,38,548
Final consumption expenditure (annual % growth),,39,549
Final consumption expenditure (constant LCU),,40,550
Final consumption expenditure (% of GDP),,41,551
Gross national expenditure deflator (base year varies by country),,41,552
Gross national expenditure (current US$),,36,553
Gross national expenditure (current LCU),,37,554
Gross national expenditure (constant 2010 US$),,38,555
