id,name
47,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Adjusted savings & income
48,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at constant prices: Other items
49,World Bank Poverty and Equity database - Environment: Natural resources contribution to GDP
50,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators
51,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators
52,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators
53,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators
54,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita
55,World Bank Poverty and Equity database - Social Protection & Labor: Performance
56,World Bank Poverty and Equity database - Education: Outcomes
57,World Bank Poverty and Equity database - Education: Participation
58,World Bank Poverty and Equity database - Education: Inputs
59,World Bank Poverty and Equity database - Education: Efficiency
60,World Bank Poverty and Equity database - Gender: Public life & decision making
61,World Bank Poverty and Equity database - Gender: Participation & access
62,World Bank Poverty and Equity database - Gender: Health
63,World Bank Poverty and Equity database - Health: Risk factors
64,World Bank Poverty and Equity database - Health: Nutrition
65,World Bank Poverty and Equity database - Health: Disease prevention
66,World Bank Poverty and Equity database - Health: Mortality
67,World Bank Poverty and Equity database - Health: Reproductive health
68,World Bank Poverty and Equity database - Health: Health systems
69,World Bank Poverty and Equity database - Health: Universal Health Coverage
70,World Bank Poverty and Equity database - Poverty: Income distribution
71,World Bank Poverty and Equity database - Poverty: Poverty rates
72,World Bank Poverty and Equity database - Poverty: Shared prosperity
73,World Bank Poverty and Equity database - Social Protection & Labor: Economic activity
74,World Bank Poverty and Equity database - Social Protection & Labor: Labor force structure
75,World Bank Poverty and Equity database - Social Protection & Labor: Unemployment
76,World Bank Poverty and Equity database - Social Protection & Labor: Migration
77,World Bank Poverty and Equity database - Health: Population: Dynamics
78,World Bank Poverty and Equity database - Gender: Agency
79,World Bank Poverty and Equity database - Health: Population: Structure
80,World Bank Poverty and Equity database - Private Sector & Trade: Travel & tourism
81,World Bank Poverty and Equity database - Private Sector & Trade: Total merchandise trade
82,World Bank Poverty and Equity database - Private Sector & Trade: Trade indexes
83,World Bank Poverty and Equity database - Private Sector & Trade: Tariffs
84,World Bank Poverty and Equity database - Private Sector & Trade: Trade price indices
85,World Bank Poverty and Equity database - Private Sector & Trade: Imports
86,World Bank Poverty and Equity database - Private Sector & Trade: Exports
87,World Bank Poverty and Equity database - Public Sector: Conflict & fragility
