code,description,unit,name,short_unit,source_id,id,dataset_id
acompx992i,"Compensation of employees paid to rest of the world is the total value of income accruing to employees as remuneration for their work.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Compensation of employees paid from the rest of the world (average, individuals, adults) [acompx992i]",,0,33,0
acompx999i,"Compensation of employees paid to rest of the world is the total value of income accruing to employees as remuneration for their work.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Compensation of employees paid from the rest of the world (average, individuals, all ages) [acompx999i]",,0,34,0
acomrx992i,"Compensation of employees received from abroad is the total value of wage and salary disbursements, and supplements to wages and salaries received by a country's residents, including wages and salaries received from the rest of the world.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Compensation of employees received from the rest of the world (average, individuals, adults) [acomrx992i]",,0,35,0
acomrx999i,"Compensation of employees received from abroad is the total value of wage and salary disbursements, and supplements to wages and salaries received by a country's residents, including wages and salaries received from the rest of the world.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Compensation of employees received from the rest of the world (average, individuals, all ages) [acomrx999i]",,0,36,0
aconfc992i,"Consumption of fixed capital of national economy is the decline in total value of fixed assets (e.g. roads, machines) which are owned and used by a producer. In other words, the amounts required to maintain the quality of fixed assets from a year to another. The decline in  value is a result of physical deterioration, normal obsolescence or normal accidental damage.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Consumption of fixed capital (average, individuals, adults) [aconfc992i]",,0,37,0
aconfc999i,"Consumption of fixed capital of national economy is the decline in total value of fixed assets (e.g. roads, machines) which are owned and used by a producer. In other words, the amounts required to maintain the quality of fixed assets from a year to another. The decline in  value is a result of physical deterioration, normal obsolescence or normal accidental damage.The national economy - in the national accounts sense - includes all domestic sectors, i.e. all entities that are resident of a given country (in the sense of their economic activity), whether they belong to the private sector, the corporate sector, the governement sector.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Consumption of fixed capital (average, individuals, all ages) [aconfc999i]",,0,38,0
acongo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Final consumption expenditures (average, individuals, adults) [acongo992i]",,0,39,0
acongo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Final consumption expenditures (average, individuals, all ages) [acongo999i]",,0,40,0
aconhn992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private expenditures of households and NPISH (average, individuals, adults) [aconhn992i]",,0,41,0
aconhn999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private expenditures of households and NPISH (average, individuals, all ages) [aconhn999i]",,0,42,0
aconho992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private expenditures of households (average, individuals, adults) [aconho992i]",,0,43,0
aconho999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private expenditures of households (average, individuals, all ages) [aconho999i]",,0,44,0
aconnp992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Private expenditures of NPISH (average, individuals, adults) [aconnp992i]",,0,45,0
aconnp999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Private expenditures of NPISH (average, individuals, all ages) [aconnp999i]",,0,46,0
acwagr992i,"Corporate agricultural land is agricultural land owned by the corporate sector (companies). Agricultural land is defined as land devoted to agriculture. The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate agricultural land (average, individuals, adults) [acwagr992i]",,7,47,0
acwagr999i,"Corporate agricultural land is agricultural land owned by the corporate sector (companies). Agricultural land is defined as land devoted to agriculture. The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate agricultural land (average, individuals, all ages) [acwagr999i]",,7,48,0
acwbol992i,"Corporate bonds & loans are bonds and loans owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate bonds & loans (average, individuals, adults) [acwbol992i]",,7,49,0
acwbol999i,"Corporate bonds & loans are bonds and loans owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate bonds & loans (average, individuals, all ages) [acwbol999i]",,7,50,0
acwboo992i,"The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Book value of corporations (average, individuals, adults) [acwboo992i]",,0,51,0
acwboo999i,"The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Book value of corporations (average, individuals, all ages) [acwboo999i]",,0,52,0
acwbus992i,"Corporate business and other non-financial assets are agricultural land and other domestic non-financial assets owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate business and other non-financial assets  (average, individuals, adults) [acwbus992i]",,7,53,0
acwbus999i,"Corporate business and other non-financial assets are agricultural land and other domestic non-financial assets owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate business and other non-financial assets  (average, individuals, all ages) [acwbus999i]",,7,54,0
acwcud992i,"Corporate currency & deposits are cash and bank deposits owned by corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate currency & deposits (average, individuals, adults) [acwcud992i]",,7,55,0
acwcud999i,"Corporate currency & deposits are cash and bank deposits owned by corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate currency & deposits (average, individuals, all ages) [acwcud999i]",,7,56,0
acwdeb992i,"Corporate debt is debts or legal obligations owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate debt (non-equity liability) (average, individuals, adults) [acwdeb992i]",,0,57,0
acwdeb999i,"Corporate debt is debts or legal obligations owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate debt (non-equity liability) (average, individuals, all ages) [acwdeb999i]",,0,58,0
acwdeq992i,"Corporate equity debt is the total value of equity debts of the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Market value of corporations (equity liability) (average, individuals, adults) [acwdeq992i]",,0,59,0
acwdeq999i,"Corporate equity debt is the total value of equity debts of the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Market value of corporations (equity liability) (average, individuals, all ages) [acwdeq999i]",,0,60,0
acwdwe992i,"Corporate dwellings are places of residence owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate dwellings  (average, individuals, adults) [acwdwe992i]",,7,61,0
acwdwe999i,"Corporate dwellings are places of residence owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate dwellings  (average, individuals, all ages) [acwdwe999i]",,7,62,0
acweqi992i,"Corporate equities are company stocks owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate equities (average, individuals, adults) [acweqi992i]",,7,63,0
acweqi999i,"Corporate equities are company stocks owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate equities (average, individuals, all ages) [acweqi999i]",,7,64,0
acwequ992i,"Corporate equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate equity, fund shares & offshore wealth (average, individuals, adults) [acwequ992i]",,0,65,0
acwequ999i,"Corporate equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate equity, fund shares & offshore wealth (average, individuals, all ages) [acwequ999i]",,0,66,0
acwfie992i,"Corporate financial assets excluding cash are financial assets except cash and bank deposits owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate financial assets excluding cash (average, individuals, adults) [acwfie992i]",,7,67,0
acwfie999i,"Corporate financial assets excluding cash are financial assets except cash and bank deposits owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate financial assets excluding cash (average, individuals, all ages) [acwfie999i]",,7,68,0
acwfin992i,"Corporate financial assets are intangible assets whose value is derived from a contractual claim (bank deposits, bonds, and stocks) owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate financial assets (average, individuals, adults) [acwfin992i]",,0,69,0
acwfin999i,"Corporate financial assets are intangible assets whose value is derived from a contractual claim (bank deposits, bonds, and stocks) owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate financial assets (average, individuals, all ages) [acwfin999i]",,0,70,0
acwfix992i,"Corporate currency, deposits, bonds & loans are cash, bank deposits, bonds and loans owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate currency, deposits, bonds & loans (average, individuals, adults) [acwfix992i]",,0,71,0
acwfix999i,"Corporate currency, deposits, bonds & loans are cash, bank deposits, bonds and loans owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate currency, deposits, bonds & loans (average, individuals, all ages) [acwfix999i]",,0,72,0
acwhou992i,"Corporate housing assets are places of residence and land they built on owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate housing assets  (average, individuals, adults) [acwhou992i]",,7,73,0
acwhou999i,"Corporate housing assets are places of residence and land they built on owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate housing assets  (average, individuals, all ages) [acwhou999i]",,7,74,0
acwlan992i,"Corporate land underlying dwellings is land on which the places of residence are built owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate land underlying dwellings  (average, individuals, adults) [acwlan992i]",,7,75,0
acwlan999i,"Corporate land underlying dwellings is land on which the places of residence are built owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate land underlying dwellings  (average, individuals, all ages) [acwlan999i]",,7,76,0
acwnat992i,"Corporate natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land) owned by the corporate sector (companies).  The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate natural capital (average, individuals, adults) [acwnat992i]",,7,77,0
acwnat999i,"Corporate natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land) owned by the corporate sector (companies).  The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate natural capital (average, individuals, all ages) [acwnat999i]",,7,78,0
acwnfa992i,"Corporate non-financial assets are assets with a physical value (real estate, machinery, equipment, etc.) owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate non-financial assets  (average, individuals, adults) [acwnfa992i]",,0,79,0
acwnfa999i,"Corporate non-financial assets are assets with a physical value (real estate, machinery, equipment, etc.) owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate non-financial assets  (average, individuals, all ages) [acwnfa999i]",,0,80,0
acwodk992i,"Corporate other domestic capital is non-financial assets owned by the corporate sector (companies) except housing assets and agricultural land (machinery, equipment, etc.). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate other domestic capital (average, individuals, adults) [acwodk992i]",,7,81,0
acwodk999i,"Corporate other domestic capital is non-financial assets owned by the corporate sector (companies) except housing assets and agricultural land (machinery, equipment, etc.). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate other domestic capital (average, individuals, all ages) [acwodk999i]",,7,82,0
acwpen992i,"Corporate pension funds & life insurance are pension funds and life insurance owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Corporate pension funds & life insurance (average, individuals, adults) [acwpen992i]",,0,83,0
acwpen999i,"Corporate pension funds & life insurance are pension funds and life insurance owned by the corporate sector (companies). The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Corporate pension funds & life insurance (average, individuals, all ages) [acwpen999i]",,0,84,0
acwres992i,"Net corporate wealth is the total value of assets (cash, housing, bonds, equities, etc.) owned by the corporate sector (companies), minus its debts. The corporate sector - in the national accounts sense - includes all financial and non-financial corporations with an economic activity in a given country, whatever their legal status (with the exceptions of unincorporated enterprises included in the personal sector).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Residual corporate wealth (average, individuals, adults) [acwres992i]",,0,85,0
