name,unit,dataset_id,id
"Barro-Lee: Population in thousands, age 65-69, total",,0,54
"Barro-Lee: Population in thousands, age 65-69, female",,0,55
"Barro-Lee: Population in thousands, age 70-74, total",,0,56
"Barro-Lee: Population in thousands, age 70-74, female",,0,57
"Barro-Lee: Population in thousands, age 75+, total",,0,58
"Barro-Lee: Population in thousands, age 75+, female",,0,59
Barro-Lee: Percentage of female population age 15-19 with primary schooling. Completed Primary,,0,60
Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary,,0,61
Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,,0,62
Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,,0,63
Barro-Lee: Percentage of female population age 20-24 with primary schooling. Completed Primary,,0,64
Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary,,0,65
Barro-Lee: Percentage of female population age 25-29 with primary schooling. Completed Primary,,0,66
Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary,,0,67
Barro-Lee: Percentage of female population age 25+ with primary schooling. Completed Primary,,0,68
Barro-Lee: Percentage of population age 25+ with primary schooling. Completed Primary,,0,69
Barro-Lee: Percentage of female population age 30-34 with primary schooling. Completed Primary,,0,70
Barro-Lee: Percentage of population age 30-34 with primary schooling. Completed Primary,,0,71
Barro-Lee: Percentage of female population age 35-39 with primary schooling. Completed Primary,,0,72
Barro-Lee: Percentage of population age 35-39 with primary schooling. Completed Primary,,0,73
Barro-Lee: Percentage of female population age 40-44 with primary schooling. Completed Primary,,0,74
Barro-Lee: Percentage of population age 40-44 with primary schooling. Completed Primary,,0,75
Barro-Lee: Percentage of female population age 45-49 with primary schooling. Completed Primary,,0,76
Barro-Lee: Percentage of population age 45-49 with primary schooling. Completed Primary,,0,77
Barro-Lee: Percentage of female population age 50-54 with primary schooling. Completed Primary,,0,78
Barro-Lee: Percentage of population age 50-54 with primary schooling. Completed Primary,,0,79
Barro-Lee: Percentage of female population age 55-59 with primary schooling. Completed Primary,,0,80
Barro-Lee: Percentage of population age 55-59 with primary schooling. Completed Primary,,0,81
Barro-Lee: Percentage of female population age 60-64 with primary schooling. Completed Primary,,0,82
Barro-Lee: Percentage of population age 60-64 with primary schooling. Completed Primary,,0,83
Barro-Lee: Percentage of female population age 65-69 with primary schooling. Completed Primary,,0,84
Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,,0,85
Barro-Lee: Percentage of female population age 70-74 with primary schooling. Completed Primary,,0,86
Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,,0,87
Barro-Lee: Percentage of female population age 75+ with primary schooling. Completed Primary,,0,88
Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,,0,89
Barro-Lee: Percentage of female population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),,0,90
Barro-Lee: Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),,0,91
Barro-Lee: Percentage of female population age 15+ with primary schooling. Total (Incomplete and Completed Primary),,0,92
Barro-Lee: Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary),,0,93
Barro-Lee: Percentage of female population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),,0,94
Barro-Lee: Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),,0,95
Barro-Lee: Percentage of female population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),,0,96
Barro-Lee: Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),,0,97
Barro-Lee: Percentage of female population age 25+ with primary schooling. Total (Incomplete and Completed Primary),,0,98
Barro-Lee: Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary),,0,99
Barro-Lee: Percentage of female population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),,0,100
Barro-Lee: Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),,0,101
Barro-Lee: Percentage of female population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),,0,102
Barro-Lee: Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),,0,103
Barro-Lee: Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),,0,104
Barro-Lee: Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),,0,105
Barro-Lee: Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),,0,106
Barro-Lee: Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),,0,107
Barro-Lee: Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),,0,108
Barro-Lee: Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),,0,109
Barro-Lee: Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),,0,110
Barro-Lee: Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),,0,111
Barro-Lee: Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),,0,112
Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),,0,113
Barro-Lee: Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),,0,114
Barro-Lee: Percentage of population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),,0,115
Barro-Lee: Percentage of female population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),,0,116
Barro-Lee: Percentage of population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),,0,117
Barro-Lee: Percentage of female population age 75+ with primary schooling. Total (Incomplete and Completed Primary),,0,118
Barro-Lee: Percentage of population age 75+ with primary schooling. Total (Incomplete and Completed Primary),,0,119
"Barro-Lee: Average years of primary schooling, age 15-19, total",,0,120
"Barro-Lee: Average years of primary schooling, age 15-19, female",,0,121
"Barro-Lee: Average years of primary schooling, age 15+, total",,0,122
"Barro-Lee: Average years of primary schooling, age 15+, female",,0,123
"Barro-Lee: Average years of primary schooling, age 20-24, total",,0,124
"Barro-Lee: Average years of primary schooling, age 20-24, female",,0,125
"Barro-Lee: Average years of primary schooling, age 25-29, total",,0,126
"Barro-Lee: Average years of primary schooling, age 25-29, female",,0,127
"Barro-Lee: Average years of primary schooling, age 25+, total",,0,128
"Barro-Lee: Average years of primary schooling, age 25+, female",,0,129
"Barro-Lee: Average years of primary schooling, age 30-34, total",,0,130
"Barro-Lee: Average years of primary schooling, age 30-34, female",,0,131
"Barro-Lee: Average years of primary schooling, age 35-39, total",,0,132
"Barro-Lee: Average years of primary schooling, age 35-39, female",,0,133
"Barro-Lee: Average years of primary schooling, age 40-44, total",,0,134
"Barro-Lee: Average years of primary schooling, age 40-44, female",,0,135
"Barro-Lee: Average years of primary schooling, age 45-49, total",,0,136
"Barro-Lee: Average years of primary schooling, age 45-49, female",,0,137
"Barro-Lee: Average years of primary schooling, age 50-54, total",,0,138
"Barro-Lee: Average years of primary schooling, age 50-54, female",,0,139
"Barro-Lee: Average years of primary schooling, age 55-59, total",,0,140
"Barro-Lee: Average years of primary schooling, age 55-59, female",,0,141
"Barro-Lee: Average years of primary schooling, age 60-64, total",,0,142
"Barro-Lee: Average years of primary schooling, age 60-64, female",,0,143
"Barro-Lee: Average years of primary schooling, age 65-69, total",,0,144
"Barro-Lee: Average years of primary schooling, age 65-69, female",,0,145
"Barro-Lee: Average years of primary schooling, age 70-74, total",,0,146
"Barro-Lee: Average years of primary schooling, age 70-74, female",,0,147
"Barro-Lee: Average years of primary schooling, age 75+, total",,0,148
"Barro-Lee: Average years of primary schooling, age 75+, female",,0,149
"Barro-Lee: Average years of total schooling, age 15-19, total",,0,150
"Barro-Lee: Average years of total schooling, age 15-19, female",,0,151
"Barro-Lee: Average years of total schooling, age 15+, total",,0,152
"Barro-Lee: Average years of total schooling, age 15+, female",,0,153
"Barro-Lee: Average years of total schooling, age 20-24, total",,0,154
"Barro-Lee: Average years of total schooling, age 20-24, female",,0,155
"Barro-Lee: Average years of total schooling, age 25-29, total",,0,156
"Barro-Lee: Average years of total schooling, age 25-29, female",,0,157
"Barro-Lee: Average years of total schooling, age 25+, total",,0,158
"Barro-Lee: Average years of total schooling, age 25+, female",,0,159
"Barro-Lee: Average years of total schooling, age 30-34, total",,0,160
"Barro-Lee: Average years of total schooling, age 30-34, female",,0,161
"Barro-Lee: Average years of total schooling, age 35-39, total",,0,162
"Barro-Lee: Average years of total schooling, age 35-39, female",,0,163
"Barro-Lee: Average years of total schooling, age 40-44, total",,0,164
"Barro-Lee: Average years of total schooling, age 40-44, female",,0,165
"Barro-Lee: Average years of total schooling, age 45-49, total",,0,166
"Barro-Lee: Average years of total schooling, age 45-49, female",,0,167
"Barro-Lee: Average years of total schooling, age 50-54, total",,0,168
"Barro-Lee: Average years of total schooling, age 50-54, female",,0,169
"Barro-Lee: Average years of total schooling, age 55-59, total",,0,170
"Barro-Lee: Average years of total schooling, age 55-59, female",,0,171
"Barro-Lee: Average years of total schooling, age 60-64, total",,0,172
"Barro-Lee: Average years of total schooling, age 60-64, female",,0,173
"Barro-Lee: Average years of total schooling, age 65-69, total",,0,174
"Barro-Lee: Average years of total schooling, age 65-69, female",,0,175
"Barro-Lee: Average years of total schooling, age 70-74, total",,0,176
"Barro-Lee: Average years of total schooling, age 70-74, female",,0,177
"Barro-Lee: Average years of total schooling, age 75+, total",,0,178
"Barro-Lee: Average years of total schooling, age 75+, female",,0,179
Barro-Lee: Percentage of female population age 15-19 with secondary schooling. Completed Secondary,,0,180
Barro-Lee: Percentage of population age 15-19 with secondary schooling. Completed Secondary,,0,181
Barro-Lee: Percentage of female population age 15+ with secondary schooling. Completed Secondary,,0,182
Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,,0,183
Barro-Lee: Percentage of female population age 20-24 with secondary schooling. Completed Secondary,,0,184
Barro-Lee: Percentage of population age 20-24 with secondary schooling. Completed Secondary,,0,185
Barro-Lee: Percentage of female population age 25-29 with secondary schooling. Completed Secondary,,0,186
Barro-Lee: Percentage of population age 25-29 with secondary schooling. Completed Secondary,,0,187
Barro-Lee: Percentage of female population age 25+ with secondary schooling. Completed Secondary,,0,188
Barro-Lee: Percentage of population age 25+ with secondary schooling. Completed Secondary,,0,189
Barro-Lee: Percentage of female population age 30-34 with secondary schooling. Completed Secondary,,0,190
Barro-Lee: Percentage of population age 30-34 with secondary schooling. Completed Secondary,,0,191
Barro-Lee: Percentage of female population age 35-39 with secondary schooling. Completed Secondary,,0,192
Barro-Lee: Percentage of population age 35-39 with secondary schooling. Completed Secondary,,0,193
Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Completed Secondary,,0,194
Barro-Lee: Percentage of population age 40-44 with secondary schooling. Completed Secondary,,0,195
Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Completed Secondary,,0,196
Barro-Lee: Percentage of population age 45-49 with secondary schooling. Completed Secondary,,0,197
Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Completed Secondary,,0,198
Barro-Lee: Percentage of population age 50-54 with secondary schooling. Completed Secondary,,0,199
Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Completed Secondary,,0,200
Barro-Lee: Percentage of population age 55-59 with secondary schooling. Completed Secondary,,0,201
Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Completed Secondary,,0,202
Barro-Lee: Percentage of population age 60-64 with secondary schooling. Completed Secondary,,0,203
Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Completed Secondary,,0,204
Barro-Lee: Percentage of population age 65-69 with secondary schooling. Completed Secondary,,0,205
Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Completed Secondary,,0,206
Barro-Lee: Percentage of population age 70-74 with secondary schooling. Completed Secondary,,0,207
Barro-Lee: Percentage of female population age 75+ with secondary schooling. Completed Secondary,,0,208
Barro-Lee: Percentage of population age 75+ with secondary schooling. Completed Secondary,,0,209
Barro-Lee: Percentage of female population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),,0,210
Barro-Lee: Percentage of population age 15-19 with secondary schooling. Total (Incomplete and Completed Secondary),,0,211
Barro-Lee: Percentage of female population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,212
Barro-Lee: Percentage of population age 15+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,213
Barro-Lee: Percentage of female population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),,0,214
Barro-Lee: Percentage of population age 20-24 with secondary schooling. Total (Incomplete and Completed Secondary),,0,215
Barro-Lee: Percentage of female population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),,0,216
Barro-Lee: Percentage of population age 25-29 with secondary schooling. Total (Incomplete and Completed Secondary),,0,217
Barro-Lee: Percentage of female population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,218
Barro-Lee: Percentage of population age 25+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,219
Barro-Lee: Percentage of female population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),,0,220
Barro-Lee: Percentage of population age 30-34 with secondary schooling. Total (Incomplete and Completed Secondary),,0,221
Barro-Lee: Percentage of female population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),,0,222
Barro-Lee: Percentage of population age 35-39 with secondary schooling. Total (Incomplete and Completed Secondary),,0,223
Barro-Lee: Percentage of female population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),,0,224
Barro-Lee: Percentage of population age 40-44 with secondary schooling. Total (Incomplete and Completed Secondary),,0,225
Barro-Lee: Percentage of female population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),,0,226
Barro-Lee: Percentage of population age 45-49 with secondary schooling. Total (Incomplete and Completed Secondary),,0,227
Barro-Lee: Percentage of female population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),,0,228
Barro-Lee: Percentage of population age 50-54 with secondary schooling. Total (Incomplete and Completed Secondary),,0,229
Barro-Lee: Percentage of female population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),,0,230
Barro-Lee: Percentage of population age 55-59 with secondary schooling. Total (Incomplete and Completed Secondary),,0,231
Barro-Lee: Percentage of female population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),,0,232
Barro-Lee: Percentage of population age 60-64 with secondary schooling. Total (Incomplete and Completed Secondary),,0,233
Barro-Lee: Percentage of female population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),,0,234
Barro-Lee: Percentage of population age 65-69 with secondary schooling. Total (Incomplete and Completed Secondary),,0,235
Barro-Lee: Percentage of female population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),,0,236
Barro-Lee: Percentage of population age 70-74 with secondary schooling. Total (Incomplete and Completed Secondary),,0,237
Barro-Lee: Percentage of female population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,238
Barro-Lee: Percentage of population age 75+ with secondary schooling. Total (Incomplete and Completed Secondary),,0,239
"Barro-Lee: Average years of secondary schooling, age 15-19, total",,0,240
"Barro-Lee: Average years of secondary schooling, age 15-19, female",,0,241
"Barro-Lee: Average years of secondary schooling, age 15+, total",,0,242
"Barro-Lee: Average years of secondary schooling, age 15+, female",,0,243
"Barro-Lee: Average years of secondary schooling, age 20-24, total",,0,244
"Barro-Lee: Average years of secondary schooling, age 20-24, female",,0,245
"Barro-Lee: Average years of secondary schooling, age 25-29, total",,0,246
"Barro-Lee: Average years of secondary schooling, age 25-29, female",,0,247
"Barro-Lee: Average years of secondary schooling, age 25+, total",,0,248
"Barro-Lee: Average years of secondary schooling, age 25+, female",,0,249
"Barro-Lee: Average years of secondary schooling, age 30-34, total",,0,250
"Barro-Lee: Average years of secondary schooling, age 30-34, female",,0,251
"Barro-Lee: Average years of secondary schooling, age 35-39, total",,0,252
"Barro-Lee: Average years of secondary schooling, age 35-39, female",,0,253
"Barro-Lee: Average years of secondary schooling, age 40-44, total",,0,254
"Barro-Lee: Average years of secondary schooling, age 40-44, female",,0,255
"Barro-Lee: Average years of secondary schooling, age 45-49, total",,0,256
"Barro-Lee: Average years of secondary schooling, age 45-49, female",,0,257
"Barro-Lee: Average years of secondary schooling, age 50-54, total",,0,258
"Barro-Lee: Average years of secondary schooling, age 50-54, female",,0,259
"Barro-Lee: Average years of secondary schooling, age 55-59, total",,0,260
"Barro-Lee: Average years of secondary schooling, age 55-59, female",,0,261
"Barro-Lee: Average years of secondary schooling, age 60-64, total",,0,262
"Barro-Lee: Average years of secondary schooling, age 60-64, female",,0,263
"Barro-Lee: Average years of secondary schooling, age 65-69, total",,0,264
"Barro-Lee: Average years of secondary schooling, age 65-69, female",,0,265
"Barro-Lee: Average years of secondary schooling, age 70-74, total",,0,266
"Barro-Lee: Average years of secondary schooling, age 70-74, female",,0,267
"Barro-Lee: Average years of secondary schooling, age 75+, total",,0,268
"Barro-Lee: Average years of secondary schooling, age 75+, female",,0,269
Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary,,0,270
Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,,0,271
Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,,0,272
Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,,0,273
Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary,,0,274
Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,,0,275
Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary,,0,276
Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,,0,277
Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary,,0,278
Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,,0,279
Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary,,0,280
Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,,0,281
Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary,,0,282
Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,,0,283
Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,,0,284
Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,,0,285
Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,,0,286
Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,,0,287
Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,,0,288
Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,,0,289
Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,,0,290
Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,,0,291
Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,,0,292
Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,,0,293
Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,,0,294
Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,,0,295
Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,,0,296
Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,,0,297
Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,,0,298
Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,,0,299
Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,300
Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,301
Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,302
Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,303
Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,304
Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,305
Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,306
Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,307
Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,308
Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,309
Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,310
Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,311
Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,312
Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,313
Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,314
Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,315
Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,316
Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,317
Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,318
Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,319
Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,320
Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,321
Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,322
Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,323
Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,324
Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,325
Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,326
Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,327
Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,328
Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),,0,329
"Barro-Lee: Average years of tertiary schooling, age 15-19, total",,0,330
"Barro-Lee: Average years of tertiary schooling, age 15-19, female",,0,331
"Barro-Lee: Average years of tertiary schooling, age 15+, total",,0,332
"Barro-Lee: Average years of tertiary schooling, age 15+, female",,0,333
"Barro-Lee: Average years of tertiary schooling, age 20-24, total",,0,334
"Barro-Lee: Average years of tertiary schooling, age 20-24, female",,0,335
"Barro-Lee: Average years of tertiary schooling, age 25-29, total",,0,336
"Barro-Lee: Average years of tertiary schooling, age 25-29, female",,0,337
"Barro-Lee: Average years of tertiary schooling, age 25+, total",,0,338
"Barro-Lee: Average years of tertiary schooling, age 25+, female",,0,339
"Barro-Lee: Average years of tertiary schooling, age 30-34, total",,0,340
"Barro-Lee: Average years of tertiary schooling, age 30-34, female",,0,341
"Barro-Lee: Average years of tertiary schooling, age 35-39, total",,0,342
"Barro-Lee: Average years of tertiary schooling, age 35-39, female",,0,343
"Barro-Lee: Average years of tertiary schooling, age 40-44, total",,0,344
"Barro-Lee: Average years of tertiary schooling, age 40-44, female",,0,345
"Barro-Lee: Average years of tertiary schooling, age 45-49, total",,0,346
"Barro-Lee: Average years of tertiary schooling, age 45-49, female",,0,347
"Barro-Lee: Average years of tertiary schooling, age 50-54, total",,0,348
"Barro-Lee: Average years of tertiary schooling, age 50-54, female",,0,349
"Barro-Lee: Average years of tertiary schooling, age 55-59, total",,0,350
"Barro-Lee: Average years of tertiary schooling, age 55-59, female",,0,351
"Barro-Lee: Average years of tertiary schooling, age 60-64, total",,0,352
"Barro-Lee: Average years of tertiary schooling, age 60-64, female",,0,353
"Barro-Lee: Average years of tertiary schooling, age 65-69, total",,0,354
"Barro-Lee: Average years of tertiary schooling, age 65-69, female",,0,355
"Barro-Lee: Average years of tertiary schooling, age 70-74, total",,0,356
"Barro-Lee: Average years of tertiary schooling, age 70-74, female",,0,357
"Barro-Lee: Average years of tertiary schooling, age 75+, total",,0,358
"Barro-Lee: Average years of tertiary schooling, age 75+, female",,0,359
DHS: Gross attendance rate. Post Secondary,,1,360
DHS: Gross attendance rate. Post Secondary. Female,,1,361
DHS: Gross attendance rate. Post Secondary. Male,,1,362
