id,name,unit,short_unit,description,display,dataset_id,source_id
53,Annual CO2 emissions from coal (per capita) (zero filled),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from coal, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from coal (per capita)""}",0,2
46,Annual CO2 emissions from coal (zero filled),tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from coal, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from coal""}",0,0
5,Annual CO2 emissions from flaring,tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from flaring, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from flaring""}",0,0
16,Annual CO2 emissions from flaring (per capita),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from flaring, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from flaring (per capita)""}",0,2
56,Annual CO2 emissions from flaring (per capita) (zero filled),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from flaring, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from flaring (per capita)""}",0,2
50,Annual CO2 emissions from flaring (zero filled),tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from flaring, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from flaring""}",0,0
3,Annual CO2 emissions from gas,tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from gas, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from gas""}",0,0
15,Annual CO2 emissions from gas (per capita),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from gas, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from gas (per capita)""}",0,2
55,Annual CO2 emissions from gas (per capita) (zero filled),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from gas, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from gas (per capita)""}",0,2
48,Annual CO2 emissions from gas (zero filled),tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from gas, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from gas""}",0,0
2,Annual CO2 emissions from oil,tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from oil, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from oil""}",0,0
14,Annual CO2 emissions from oil (per capita),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from oil, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from oil (per capita)""}",0,2
54,Annual CO2 emissions from oil (per capita) (zero filled),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from oil, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from oil (per capita)""}",0,2
47,Annual CO2 emissions from oil (zero filled),tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from oil, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from oil""}",0,0
6,Annual CO2 emissions from other industry,tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from other industry sources, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from other industry""}",0,0
18,Annual CO2 emissions from other industry (per capita),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from other industry sources, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from other industry (per capita)""}",0,2
58,Annual CO2 emissions from other industry (per capita) (zero filled),tonnes per capita,t,"Annual production-based emissions of carbon dioxide (CO2) from other industry sources, measured in tonnes per person. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""CO\u2082 emissions from other industry (per capita)""}",0,2
51,Annual CO2 emissions from other industry (zero filled),tonnes,t,"Annual production-based emissions of carbon dioxide (CO2) from other industry sources, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Annual CO\u2082 emissions from other industry""}",0,0
8,Annual CO2 emissions growth (%),%,%,"Annual percentage growth in production-based emissions of carbon dioxide (CO2). This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Year-on-year change in CO\u2082 emissions (%)""}",0,1
9,Annual CO2 emissions growth (abs),tonnes,t,"Annual growth in production-based emissions of carbon dioxide (CO2), measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Year-on-year change in CO\u2082 emissions""}",0,1
42,Annual CO2 emissions per GDP (kg per $PPP),kilograms per $PPP,kg/$,"Annual production-based emissions of carbon dioxide (CO2), measured in kilograms per dollar of GDP (2011 international-$). Production-based emissions are based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Carbon intensity: annual CO\u2082 emissions per unit GDP""}",0,3
44,Annual CO2 emissions per unit energy (kg per kilowatt-hour),kilograms per kilowatt-hour,kg/kWh,"Annual production-based emissions of carbon dioxide (CO2), measured in kilograms per kilowatt-hour of primary energy consumption. Production-based emissions are based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Carbon intensity: annual CO\u2082 emissions per unit energy""}",0,4
7,Annual consumption-based CO2 emissions,tonnes,t,"Annual consumption-based emissions of carbon dioxide (CO2), measured in tonnes. Consumption-based emissions are national or regional emissions which have been adjusted for trade (i.e. territorial/production emissions minus emissions embedded in exports, plus emissions embedded in imports). If a country's consumption-based emissions are higher than its production emissions it is a net importer of carbon dioxide. Data has been converted by Our World in Data from tonnes of carbon to tonnes of CO2 using a conversion factor of 3.664.","{""name"": ""Annual consumption-based CO\u2082 emissions""}",0,5
19,Annual consumption-based CO2 emissions (per capita),tonnes per capita,t,"Annual consumption-based emissions of carbon dioxide (CO2), measured in tonnes per person. Consumption-based emissions are national or regional emissions which have been adjusted for trade (i.e. territorial/production emissions minus emissions embedded in exports, plus emissions embedded in imports). If a country's consumption-based emissions are higher than its production emissions it is a net importer of carbon dioxide. Consumption-based CO2 emissions have been converted by Our World in Data from tonnes of carbon to tonnes of CO2 using a conversion factor of 3.664.","{""name"": ""Annual consumption-based CO\u2082 emissions per capita""}",0,6
43,Annual consumption-based CO2 emissions per GDP (kg per $PPP),kilograms per $PPP,kg/$,"Annual consumption-based emissions of carbon dioxide (CO2), measured in kilograms per dollar of GDP (2011 international-$). Consumption-based emissions are national or regional emissions which have been adjusted for trade (i.e. territorial/production emissions minus emissions embedded in exports, plus emissions embedded in imports). If a country's consumption-based emissions are higher than its production emissions it is a net importer of carbon dioxide. Consumption-based CO2 emissions have been converted by Our World in Data from tonnes of carbon to tonnes of CO2 using a conversion factor of 3.664.","{""name"": ""Carbon intensity: annual consumption-based CO\u2082 emissions per unit GDP""}",0,7
28,Cumulative CO2 emissions,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions""}",0,1
59,Cumulative CO2 emissions (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions""}",0,1
38,Cumulative CO2 emissions from cement,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from cement since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from cement""}",0,1
64,Cumulative CO2 emissions from cement (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from cement since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from cement""}",0,1
30,Cumulative CO2 emissions from coal,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from coal since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from coal""}",0,1
60,Cumulative CO2 emissions from coal (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from coal since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from coal""}",0,1
36,Cumulative CO2 emissions from flaring,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from flaring since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from flaring""}",0,1
63,Cumulative CO2 emissions from flaring (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from flaring since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from flaring""}",0,1
34,Cumulative CO2 emissions from gas,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from gas since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from gas""}",0,1
62,Cumulative CO2 emissions from gas (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from gas since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from gas""}",0,1
32,Cumulative CO2 emissions from oil,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from oil since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from oil""}",0,1
61,Cumulative CO2 emissions from oil (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from oil since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from oil""}",0,1
40,Cumulative CO2 emissions from other industry,tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from other industry sources since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from other industry""}",0,1
65,Cumulative CO2 emissions from other industry (zero filled),tonnes,t,"Cumulative production-based emissions of carbon dioxide (CO2) from other industry sources since 1750, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods.","{""name"": ""Cumulative CO\u2082 emissions from other industry""}",0,1
11,Share of annual CO2 emissions embedded in trade,%,%,"Annual net carbon dioxide (CO2) emissions embedded in trade, measured as a percentage of production-based emissions of CO2. Net CO2 emissions embedded in trade is the net of CO2 which is imported or exported via traded goods with an economy. A positive value denotes a country or region is a net importer of CO2 emissions; a negative value indicates a country is a net exporter.","{""name"": ""Share of annual CO\u2082 emissions embedded in trade""}",0,1
21,Share of global annual CO2 emissions,%,%,"Annual production-based emissions of carbon dioxide (CO2), measured as a percentage of global production-based emissions of CO2 in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions has been calculated by Our World in Data using global CO2 emissions provided in the Global Carbon Budget dataset. Global emissions include all country emissions as well as emissions from international aviation and shipping.","{""name"": ""Share of global annual CO\u2082 emissions""}",0,1
26,Share of global annual CO2 emissions from cement,%,%,"Annual production-based emissions of carbon dioxide (CO2) from cement, measured as a percentage of global production-based emissions of CO2 from cement in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from cement has been calculated by Our World in Data using global CO2 emissions from cement provided in the Global Carbon Budget dataset. Global cement emissions include all country emissions.","{""name"": ""Share of global annual CO\u2082 emissions from cement""}",0,1
22,Share of global annual CO2 emissions from coal,%,%,"Annual production-based emissions of carbon dioxide (CO2) from coal, measured as a percentage of global production-based emissions of CO2 from coal in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from coal has been calculated by Our World in Data using global CO2 emissions from coal provided in the Global Carbon Budget dataset. Global coal emissions include all country emissions.","{""name"": ""Share of global annual CO\u2082 emissions from coal""}",0,1
25,Share of global annual CO2 emissions from flaring,%,%,"Annual production-based emissions of carbon dioxide (CO2) from flaring, measured as a percentage of global production-based emissions of CO2 from flaring in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from flaring has been calculated by Our World in Data using global CO2 emissions from flaring provided in the Global Carbon Budget dataset. Global flaring emissions include all country emissions.","{""name"": ""Share of global annual CO\u2082 emissions from flaring""}",0,1
24,Share of global annual CO2 emissions from gas,%,%,"Annual production-based emissions of carbon dioxide (CO2) from gas, measured as a percentage of global production-based emissions of CO2 from gas in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from gas has been calculated by Our World in Data using global CO2 emissions from gas provided in the Global Carbon Budget dataset. Global gas emissions include all country emissions as well as emissions from international aviation and shipping.","{""name"": ""Share of global annual CO\u2082 emissions from gas""}",0,1
23,Share of global annual CO2 emissions from oil,%,%,"Annual production-based emissions of carbon dioxide (CO2) from oil, measured as a percentage of global production-based emissions of CO2 from oil in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from oil has been calculated by Our World in Data using global CO2 emissions from oil provided in the Global Carbon Budget dataset. Global oil emissions include all country emissions as well as emissions from international aviation and shipping.","{""name"": ""Share of global annual CO\u2082 emissions from oil""}",0,1
27,Share of global annual CO2 emissions from other industry,%,%,"Annual production-based emissions of carbon dioxide (CO2) from other industry sources, measured as a percentage of global production-based emissions of CO2 from other industry sources in the same year. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from other industry sources has been calculated by Our World in Data using global CO2 emissions from other industry sources provided in the Global Carbon Budget dataset. Global emissions form other industry sources include all country emissions.","{""name"": ""Share of global annual CO\u2082 emissions from other industry""}",0,1
29,Share of global cumulative CO2 emissions,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) since 1750, measured as a percentage of global production-based emissions of CO2 since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions has been calculated by Our World in Data using global CO2 emissions provided in the Global Carbon Budget dataset. Global emissions include all country emissions as well as emissions from international aviation and shipping.","{""name"": ""Share of global cumulative CO\u2082 emissions""}",0,1
39,Share of global cumulative CO2 emissions from cement,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from cement since 1750, measured as a percentage of global production-based emissions of CO2 from cement since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from cement has been calculated by Our World in Data using global CO2 emissions from cement provided in the Global Carbon Budget dataset. Global cement emissions include all country emissions.","{""name"": ""Share of global cumulative CO\u2082 emissions from cement""}",0,1
31,Share of global cumulative CO2 emissions from coal,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from coal since 1750, measured as a percentage of global production-based emissions of CO2 from coal since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from coal has been calculated by Our World in Data using global CO2 emissions from coal provided in the Global Carbon Budget dataset. Global coal emissions include all country emissions.","{""name"": ""Share of global cumulative CO\u2082 emissions from coal""}",0,1
37,Share of global cumulative CO2 emissions from flaring,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from flaring since 1750, measured as a percentage of global production-based emissions of CO2 from flaring since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from flaring has been calculated by Our World in Data using global CO2 emissions from flaring provided in the Global Carbon Budget dataset. Global flaring emissions include all country emissions.","{""name"": ""Share of global cumulative CO\u2082 emissions from flaring""}",0,1
35,Share of global cumulative CO2 emissions from gas,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from gas since 1750, measured as a percentage of global production-based emissions of CO2 from gas since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from gas has been calculated by Our World in Data using global CO2 emissions from gas provided in the Global Carbon Budget dataset. Global gas emissions include all country emissions.","{""name"": ""Share of global cumulative CO\u2082 emissions from gas""}",0,1
33,Share of global cumulative CO2 emissions from oil,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from oil since 1750, measured as a percentage of global production-based emissions of CO2 from oil since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from oil has been calculated by Our World in Data using global CO2 emissions from oil provided in the Global Carbon Budget dataset. Global oil emissions include all country emissions as well as emissions from international aviation and shipping.","{""name"": ""Share of global cumulative CO\u2082 emissions from oil""}",0,1
41,Share of global cumulative CO2 emissions from other industry,%,%,"Cumulative production-based emissions of carbon dioxide (CO2) from other industry sources since 1750, measured as a percentage of global production-based emissions of CO2 from other industry sources since 1750. This is based on territorial emissions, which do not account for emissions embedded in traded goods. Each country's share of global CO2 emissions from other industry sources has been calculated by Our World in Data using global CO2 emissions from other industry sources provided in the Global Carbon Budget dataset. Global emissions from other industry sources include all country emissions.","{""name"": ""Share of global cumulative CO\u2082 emissions from other industry""}",0,1
