,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
131,148,Nauru,,,,,,,,
132,149,Nepal,,,,,,,,
133,150,Netherlands,,,,,,,,
134,151,Netherlands Antilles (former),,,,,,,,
135,153,New Caledonia,,,,,,,,
136,156,New Zealand,,,,,,,,
137,157,Nicaragua,,,,,,,,
138,158,Niger,,,,,,,,
139,159,Nigeria,,,,,,,,
140,154,North Macedonia,,,,,,,,
141,162,Norway,,,,,,,,
142,221,Oman,,,,,,,,
143,164,Pacific Islands Trust Territory,,,,,,,,
144,165,Pakistan,,,,,,,,
145,166,Panama,,,,,,,,
146,168,Papua New Guinea,,,,,,,,
147,169,Paraguay,,,,,,,,
148,170,Peru,,,,,,,,
149,171,Philippines,,,,,,,,
150,173,Poland,,,,,,,,
151,174,Portugal,,,,,,,,
152,179,Qatar,,,,,,,,
153,117,Republic of Korea,,,,,,,,
154,146,Republic of Moldova,,,,,,,,
155,182,Réunion,,,,,,,,
156,183,Romania,,,,,,,,
157,185,Russian Federation,,,,,,,,
158,184,Rwanda,,,,,,,,
159,188,Saint Kitts and Nevis,,,,,,,,
160,189,Saint Lucia,,,,,,,,
161,191,Saint Vincent and the Grenadines,,,,,,,,
162,244,Samoa,,,,,,,,
163,192,San Marino,,,,,,,,
164,193,Sao Tome and Principe,,,,,,,,
165,194,Saudi Arabia,,,,,,,,
166,195,Senegal,,,,,,,,
167,272,Serbia,,,,,,,,
168,186,Serbia and Montenegro,,,,,,,,
169,196,Seychelles,,,,,,,,
170,197,Sierra Leone,,,,,,,,
171,200,Singapore,,,,,,,,
172,199,Slovakia,,,,,,,,
173,198,Slovenia,,,,,,,,
174,201,Somalia,,,,,,,,
175,202,South Africa,,,,,,,,
176,203,Spain,,,,,,,,
177,38,Sri Lanka,,,,,,,,
178,276,Sudan,,,,,,,,
179,206,Sudan (former),,,,,,,,
180,207,Suriname,,,,,,,,
181,210,Sweden,,,,,,,,
182,211,Switzerland,,,,,,,,
183,212,Syrian Arab Republic,,,,,,,,
184,208,Tajikistan,,,,,,,,
185,216,Thailand,,,,,,,,
186,217,Togo,,,,,,,,
187,219,Tonga,,,,,,,,
188,220,Trinidad and Tobago,,,,,,,,
189,222,Tunisia,,,,,,,,
190,223,Turkey,,,,,,,,
191,213,Turkmenistan,,,,,,,,
192,226,Uganda,,,,,,,,
193,230,Ukraine,,,,,,,,
194,225,United Arab Emirates,,,,,,,,
195,229,United Kingdom,,,,,,,,
196,215,United Republic of Tanzania,,,,,,,,
197,231,United States of America,,,,,,,,
198,240,United States Virgin Islands,,,,,,,,
199,234,Uruguay,,,,,,,,
200,228,USSR,,,,,,,,
201,235,Uzbekistan,,,,,,,,
202,155,Vanuatu,,,,,,,,
203,236,Venezuela (Bolivarian Republic of),,,,,,,,
204,237,Viet Nam,,,,,,,,
205,249,Yemen,,,,,,,,
206,248,Yugoslav SFR,,,,,,,,
207,251,Zambia,,,,,,,,
208,181,Zimbabwe,,,,,,,,
209,5000,World,,,,,,,,
210,5100,Africa,,,,,,,,
211,5101,Eastern Africa,,,,,,,,
212,5102,Middle Africa,,,,,,,,
213,5103,Northern Africa,,,,,,,,
214,5104,Southern Africa,,,,,,,,
215,5105,Western Africa,,,,,,,,
216,5200,Americas,,,,,,,,
217,5203,Northern America,,,,,,,,
218,5204,Central America,,,,,,,,
219,5206,Caribbean,,,,,,,,
220,5207,South America,,,,,,,,
221,5300,Asia,,,,,,,,
222,5301,Central Asia,,,,,,,,
223,5302,Eastern Asia,,,,,,,,
224,5303,Southern Asia,,,,,,,,
225,5304,South-Eastern Asia,,,,,,,,
226,5305,Western Asia,,,,,,,,
227,5400,Europe,,,,,,,,
228,5401,Eastern Europe,,,,,,,,
229,5402,Northern Europe,,,,,,,,
230,5403,Southern Europe,,,,,,,,
231,5404,Western Europe,,,,,,,,
232,5500,Oceania,,,,,,,,
233,5501,Australia and New Zealand,,,,,,,,
234,5502,Melanesia,,,,,,,,
235,5503,Micronesia,,,,,,,,
236,5504,Polynesia,,,,,,,,
237,5706,European Union,,,,,,,,
238,5801,Least Developed Countries,,,,,,,,
239,5802,Land Locked Developing Countries,,,,,,,,
240,5803,Small Island Developing States,,,,,,,,
241,5815,Low Income Food Deficit Countries,,,,,,,,
242,5817,Net Food Importing Developing Countries,,,,,,,,
243,5848,Annex I countries,,,,,,,,
244,5849,Non-Annex I countries,,,,,,,,
245,5873,OECD,,,,,,,,
