,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
127,188,Saint Kitts and Nevis,,,,,,,,
128,189,Saint Lucia,,,,,,,,
129,190,Saint Pierre and Miquelon,,,,,,,,
130,191,Saint Vincent and the Grenadines,,,,,,,,
131,244,Samoa,,,,,,,,
132,193,Sao Tome and Principe,,,,,,,,
133,194,Saudi Arabia,,,,,,,,
134,195,Senegal,,,,,,,,
135,196,Seychelles,,,,,,,,
136,197,Sierra Leone,,,,,,,,
137,200,Singapore,,,,,,,,
138,25,Solomon Islands,,,,,,,,
139,202,South Africa,,,,,,,,
140,203,Spain,,,,,,,,
141,38,Sri Lanka,,,,,,,,
142,207,Suriname,,,,,,,,
143,210,Sweden,,,,,,,,
144,211,Switzerland,,,,,,,,
145,212,Syrian Arab Republic,,,,,,,,
146,208,Tajikistan,,,,,,,,
147,216,Thailand,,,,,,,,
148,217,Togo,,,,,,,,
149,219,Tonga,,,,,,,,
150,220,Trinidad and Tobago,,,,,,,,
151,222,Tunisia,,,,,,,,
152,223,Turkey,,,,,,,,
153,213,Turkmenistan,,,,,,,,
154,226,Uganda,,,,,,,,
155,230,Ukraine,,,,,,,,
156,225,United Arab Emirates,,,,,,,,
157,229,United Kingdom,,,,,,,,
158,215,United Republic of Tanzania,,,,,,,,
159,231,United States of America,,,,,,,,
160,234,Uruguay,,,,,,,,
161,235,Uzbekistan,,,,,,,,
162,155,Vanuatu,,,,,,,,
163,236,Venezuela (Bolivarian Republic of),,,,,,,,
164,237,Viet Nam,,,,,,,,
165,181,Zimbabwe,,,,,,,,
