id,name,unit,dataset_id
18,"Estimates, 1950 - 2020: Male dependency ratios for different age groups - Annual potential support ratio [25-69/70+]",Male dependency ratios for different age groups,0
19,"Estimates, 1950 - 2020: Male dependency ratios for different age groups - Annual potential support ratio [25-64/65+]",Male dependency ratios for different age groups,0
20,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual total dep. ratio [(0-14 & 65+) / 15-64] (%)",Male dependency ratios for different age groups,0
21,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual total dep. ratio [(0-19 & 65+) / 20-64] (%)",Male dependency ratios for different age groups,0
22,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual total dep. ratio [(0-19 & 70+) / 20-69] (%)",Male dependency ratios for different age groups,0
23,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual total dep. ratio [(0-24 & 70+) / 25-69] (%)",Male dependency ratios for different age groups,0
24,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual total dep. ratio [(0-24 & 65+) / 25-64] (%)",Male dependency ratios for different age groups,0
25,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual child dep. ratio [0-14 / 15-64] (%)",Male dependency ratios for different age groups,0
26,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual child dep. ratio [0-19 / 20-64] (%)",Male dependency ratios for different age groups,0
27,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual child dep. ratio [0-19 / 20-69] (%)",Male dependency ratios for different age groups,0
28,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual child dep. ratio [0-24 / 25-69] (%)",Male dependency ratios for different age groups,0
29,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual child dep. ratio [0-24 / 25-64] (%)",Male dependency ratios for different age groups,0
30,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual old-age dep. ratio [65+ / 15-64] (%)",Male dependency ratios for different age groups,0
31,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual old-age dep. ratio [65+ / 20-64] (%)",Male dependency ratios for different age groups,0
32,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual old-age dep. ratio [70+ / 20-69] (%)",Male dependency ratios for different age groups,0
33,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual old-age dep. ratio [70+ / 25-69] (%)",Male dependency ratios for different age groups,0
34,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual old-age dep. ratio [65+ / 25-64] (%)",Male dependency ratios for different age groups,0
35,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual potential support ratio [15-64/65+]",Male dependency ratios for different age groups,0
36,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual potential support ratio [20-64/65+]",Male dependency ratios for different age groups,0
37,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual potential support ratio [20-69/70+]",Male dependency ratios for different age groups,0
38,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual potential support ratio [25-69/70+]",Male dependency ratios for different age groups,0
39,"Medium fertility variant, 2020 - 2100: Male dependency ratios for different age groups - Annual potential support ratio [25-64/65+]",Male dependency ratios for different age groups,0
40,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 2",Thousands,1
41,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 5",Thousands,1
42,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 15",Thousands,1
43,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 18",Thousands,1
44,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 20",Thousands,1
45,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 25",Thousands,1
46,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-4",Thousands,1
47,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-5",Thousands,1
48,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-6",Thousands,1
49,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 4-5",Thousands,1
50,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 4-6",Thousands,1
51,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-14",Thousands,1
52,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-10",Thousands,1
53,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-11",Thousands,1
54,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-9",Thousands,1
55,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-10",Thousands,1
56,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-11",Thousands,1
57,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-12",Thousands,1
58,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 7-10",Thousands,1
59,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 7-12",Thousands,1
60,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-16",Thousands,1
61,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-17",Thousands,1
62,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-18",Thousands,1
63,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-14",Thousands,1
64,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-16",Thousands,1
65,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-17",Thousands,1
66,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-18",Thousands,1
67,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-17",Thousands,1
68,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-18",Thousands,1
69,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-19",Thousands,1
70,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-17",Thousands,1
71,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 18-23",Thousands,1
72,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-24",Thousands,1
73,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-49",Thousands,1
74,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-59",Thousands,1
75,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-64",Thousands,1
76,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20-64",Thousands,1
77,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20-69",Thousands,1
78,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-49",Thousands,1
79,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-64",Thousands,1
80,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-69",Thousands,1
81,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15 or over",Thousands,1
82,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 16 or over",Thousands,1
83,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 17 or over",Thousands,1
84,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 18 or over",Thousands,1
85,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20 or over",Thousands,1
86,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 21 or over",Thousands,1
87,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25 or over",Thousands,1
88,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 50 or over",Thousands,1
89,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 60 or over",Thousands,1
90,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 65 or over",Thousands,1
91,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 70 or over",Thousands,1
92,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 75 or over",Thousands,1
93,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 80 or over",Thousands,1
94,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 85 or over",Thousands,1
95,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 90 or over",Thousands,1
96,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Total",Thousands,1
97,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 2",Thousands,1
98,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 5",Thousands,1
99,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 15",Thousands,1
100,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 18",Thousands,1
101,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 20",Thousands,1
102,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population under age 25",Thousands,1
103,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 3-4",Thousands,1
104,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 3-5",Thousands,1
105,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 3-6",Thousands,1
106,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 4-5",Thousands,1
107,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 4-6",Thousands,1
108,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 5-14",Thousands,1
109,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 5-10",Thousands,1
110,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 5-11",Thousands,1
111,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 6-9",Thousands,1
112,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 6-10",Thousands,1
113,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 6-11",Thousands,1
114,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 6-12",Thousands,1
115,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 7-10",Thousands,1
116,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 7-12",Thousands,1
117,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 11-16",Thousands,1
118,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 11-17",Thousands,1
119,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 11-18",Thousands,1
120,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 12-14",Thousands,1
121,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 12-16",Thousands,1
122,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 12-17",Thousands,1
123,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 12-18",Thousands,1
124,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 13-17",Thousands,1
125,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 13-18",Thousands,1
126,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 13-19",Thousands,1
127,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15-17",Thousands,1
128,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 18-23",Thousands,1
129,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15-24",Thousands,1
130,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15-49",Thousands,1
131,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15-59",Thousands,1
132,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15-64",Thousands,1
133,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 20-64",Thousands,1
134,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 20-69",Thousands,1
135,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 25-49",Thousands,1
136,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 25-64",Thousands,1
137,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 25-69",Thousands,1
138,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 15 or over",Thousands,1
139,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 16 or over",Thousands,1
140,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 17 or over",Thousands,1
141,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 18 or over",Thousands,1
142,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 20 or over",Thousands,1
143,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 21 or over",Thousands,1
144,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 25 or over",Thousands,1
145,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 50 or over",Thousands,1
146,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 60 or over",Thousands,1
147,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 65 or over",Thousands,1
148,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 70 or over",Thousands,1
149,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 75 or over",Thousands,1
150,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 80 or over",Thousands,1
151,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 85 or over",Thousands,1
152,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Population aged 90 or over",Thousands,1
153,"Medium fertility variant, 2020 - 2100: Total population by broad age group, both sexes combined (thousands) - Total",Thousands,1
154,"Estimates, 1950 - 2020: Female population by age (thousands) - 0",Thousands,2
155,"Estimates, 1950 - 2020: Female population by age (thousands) - 1",Thousands,2
156,"Estimates, 1950 - 2020: Female population by age (thousands) - 2",Thousands,2
157,"Estimates, 1950 - 2020: Female population by age (thousands) - 3",Thousands,2
158,"Estimates, 1950 - 2020: Female population by age (thousands) - 4",Thousands,2
159,"Estimates, 1950 - 2020: Female population by age (thousands) - 5",Thousands,2
160,"Estimates, 1950 - 2020: Female population by age (thousands) - 6",Thousands,2
161,"Estimates, 1950 - 2020: Female population by age (thousands) - 7",Thousands,2
162,"Estimates, 1950 - 2020: Female population by age (thousands) - 8",Thousands,2
163,"Estimates, 1950 - 2020: Female population by age (thousands) - 9",Thousands,2
164,"Estimates, 1950 - 2020: Female population by age (thousands) - 10",Thousands,2
165,"Estimates, 1950 - 2020: Female population by age (thousands) - 11",Thousands,2
166,"Estimates, 1950 - 2020: Female population by age (thousands) - 12",Thousands,2
167,"Estimates, 1950 - 2020: Female population by age (thousands) - 13",Thousands,2
168,"Estimates, 1950 - 2020: Female population by age (thousands) - 14",Thousands,2
169,"Estimates, 1950 - 2020: Female population by age (thousands) - 15",Thousands,2
170,"Estimates, 1950 - 2020: Female population by age (thousands) - 16",Thousands,2
171,"Estimates, 1950 - 2020: Female population by age (thousands) - 17",Thousands,2
172,"Estimates, 1950 - 2020: Female population by age (thousands) - 18",Thousands,2
173,"Estimates, 1950 - 2020: Female population by age (thousands) - 19",Thousands,2
174,"Estimates, 1950 - 2020: Female population by age (thousands) - 20",Thousands,2
175,"Estimates, 1950 - 2020: Female population by age (thousands) - 21",Thousands,2
176,"Estimates, 1950 - 2020: Female population by age (thousands) - 22",Thousands,2
177,"Estimates, 1950 - 2020: Female population by age (thousands) - 23",Thousands,2
178,"Estimates, 1950 - 2020: Female population by age (thousands) - 24",Thousands,2
179,"Estimates, 1950 - 2020: Female population by age (thousands) - 25",Thousands,2
180,"Estimates, 1950 - 2020: Female population by age (thousands) - 26",Thousands,2
181,"Estimates, 1950 - 2020: Female population by age (thousands) - 27",Thousands,2
182,"Estimates, 1950 - 2020: Female population by age (thousands) - 28",Thousands,2
183,"Estimates, 1950 - 2020: Female population by age (thousands) - 29",Thousands,2
184,"Estimates, 1950 - 2020: Female population by age (thousands) - 30",Thousands,2
185,"Estimates, 1950 - 2020: Female population by age (thousands) - 31",Thousands,2
186,"Estimates, 1950 - 2020: Female population by age (thousands) - 32",Thousands,2
187,"Estimates, 1950 - 2020: Female population by age (thousands) - 33",Thousands,2
188,"Estimates, 1950 - 2020: Female population by age (thousands) - 34",Thousands,2
189,"Estimates, 1950 - 2020: Female population by age (thousands) - 35",Thousands,2
190,"Estimates, 1950 - 2020: Female population by age (thousands) - 36",Thousands,2
191,"Estimates, 1950 - 2020: Female population by age (thousands) - 37",Thousands,2
192,"Estimates, 1950 - 2020: Female population by age (thousands) - 38",Thousands,2
193,"Estimates, 1950 - 2020: Female population by age (thousands) - 39",Thousands,2
194,"Estimates, 1950 - 2020: Female population by age (thousands) - 40",Thousands,2
195,"Estimates, 1950 - 2020: Female population by age (thousands) - 41",Thousands,2
196,"Estimates, 1950 - 2020: Female population by age (thousands) - 42",Thousands,2
197,"Estimates, 1950 - 2020: Female population by age (thousands) - 43",Thousands,2
198,"Estimates, 1950 - 2020: Female population by age (thousands) - 44",Thousands,2
199,"Estimates, 1950 - 2020: Female population by age (thousands) - 45",Thousands,2
200,"Estimates, 1950 - 2020: Female population by age (thousands) - 46",Thousands,2
201,"Estimates, 1950 - 2020: Female population by age (thousands) - 47",Thousands,2
202,"Estimates, 1950 - 2020: Female population by age (thousands) - 48",Thousands,2
203,"Estimates, 1950 - 2020: Female population by age (thousands) - 49",Thousands,2
204,"Estimates, 1950 - 2020: Female population by age (thousands) - 50",Thousands,2
205,"Estimates, 1950 - 2020: Female population by age (thousands) - 51",Thousands,2
206,"Estimates, 1950 - 2020: Female population by age (thousands) - 52",Thousands,2
207,"Estimates, 1950 - 2020: Female population by age (thousands) - 53",Thousands,2
208,"Estimates, 1950 - 2020: Female population by age (thousands) - 54",Thousands,2
209,"Estimates, 1950 - 2020: Female population by age (thousands) - 55",Thousands,2
210,"Estimates, 1950 - 2020: Female population by age (thousands) - 56",Thousands,2
211,"Estimates, 1950 - 2020: Female population by age (thousands) - 57",Thousands,2
212,"Estimates, 1950 - 2020: Female population by age (thousands) - 58",Thousands,2
213,"Estimates, 1950 - 2020: Female population by age (thousands) - 59",Thousands,2
214,"Estimates, 1950 - 2020: Female population by age (thousands) - 60",Thousands,2
215,"Estimates, 1950 - 2020: Female population by age (thousands) - 61",Thousands,2
216,"Estimates, 1950 - 2020: Female population by age (thousands) - 62",Thousands,2
217,"Estimates, 1950 - 2020: Female population by age (thousands) - 63",Thousands,2
218,"Estimates, 1950 - 2020: Female population by age (thousands) - 64",Thousands,2
219,"Estimates, 1950 - 2020: Female population by age (thousands) - 65",Thousands,2
220,"Estimates, 1950 - 2020: Female population by age (thousands) - 66",Thousands,2
221,"Estimates, 1950 - 2020: Female population by age (thousands) - 67",Thousands,2
222,"Estimates, 1950 - 2020: Female population by age (thousands) - 68",Thousands,2
223,"Estimates, 1950 - 2020: Female population by age (thousands) - 69",Thousands,2
224,"Estimates, 1950 - 2020: Female population by age (thousands) - 70",Thousands,2
225,"Estimates, 1950 - 2020: Female population by age (thousands) - 71",Thousands,2
226,"Estimates, 1950 - 2020: Female population by age (thousands) - 72",Thousands,2
227,"Estimates, 1950 - 2020: Female population by age (thousands) - 73",Thousands,2
228,"Estimates, 1950 - 2020: Female population by age (thousands) - 74",Thousands,2
229,"Estimates, 1950 - 2020: Female population by age (thousands) - 75",Thousands,2
230,"Estimates, 1950 - 2020: Female population by age (thousands) - 76",Thousands,2
231,"Estimates, 1950 - 2020: Female population by age (thousands) - 77",Thousands,2
232,"Estimates, 1950 - 2020: Female population by age (thousands) - 78",Thousands,2
233,"Estimates, 1950 - 2020: Female population by age (thousands) - 79",Thousands,2
234,"Estimates, 1950 - 2020: Female population by age (thousands) - 80",Thousands,2
235,"Estimates, 1950 - 2020: Female population by age (thousands) - 81",Thousands,2
236,"Estimates, 1950 - 2020: Female population by age (thousands) - 82",Thousands,2
237,"Estimates, 1950 - 2020: Female population by age (thousands) - 83",Thousands,2
238,"Estimates, 1950 - 2020: Female population by age (thousands) - 84",Thousands,2
239,"Estimates, 1950 - 2020: Female population by age (thousands) - 85",Thousands,2
240,"Estimates, 1950 - 2020: Female population by age (thousands) - 86",Thousands,2
241,"Estimates, 1950 - 2020: Female population by age (thousands) - 87",Thousands,2
242,"Estimates, 1950 - 2020: Female population by age (thousands) - 88",Thousands,2
243,"Estimates, 1950 - 2020: Female population by age (thousands) - 89",Thousands,2
244,"Estimates, 1950 - 2020: Female population by age (thousands) - 90",Thousands,2
245,"Estimates, 1950 - 2020: Female population by age (thousands) - 91",Thousands,2
246,"Estimates, 1950 - 2020: Female population by age (thousands) - 92",Thousands,2
247,"Estimates, 1950 - 2020: Female population by age (thousands) - 93",Thousands,2
248,"Estimates, 1950 - 2020: Female population by age (thousands) - 94",Thousands,2
249,"Estimates, 1950 - 2020: Female population by age (thousands) - 95",Thousands,2
250,"Estimates, 1950 - 2020: Female population by age (thousands) - 96",Thousands,2
251,"Estimates, 1950 - 2020: Female population by age (thousands) - 97",Thousands,2
252,"Estimates, 1950 - 2020: Female population by age (thousands) - 98",Thousands,2
253,"Estimates, 1950 - 2020: Female population by age (thousands) - 99",Thousands,2
254,"Estimates, 1950 - 2020: Female population by age (thousands) - 100",Thousands,2
255,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 0",Thousands,2
256,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 1",Thousands,2
257,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 2",Thousands,2
258,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 3",Thousands,2
259,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 4",Thousands,2
260,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 5",Thousands,2
261,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 6",Thousands,2
262,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 7",Thousands,2
263,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 8",Thousands,2
264,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 9",Thousands,2
265,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 10",Thousands,2
266,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 11",Thousands,2
267,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 12",Thousands,2
268,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 13",Thousands,2
269,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 14",Thousands,2
270,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 15",Thousands,2
271,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 16",Thousands,2
272,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 17",Thousands,2
273,"Medium fertility variant, 2020 - 2100: Female population by age (thousands) - 18",Thousands,2
