id,code,name,description,unit,short_unit,dataset_id,source_id
30,BAR.POP.1519,"Barro-Lee: Population in thousands, age 15-19, total","Population in thousands, age 15-19, total is the total population of 15-19 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
31,BAR.POP.1519.FE,"Barro-Lee: Population in thousands, age 15-19, female","Population in thousands, age 15-19, female is the female population of 15-19 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
32,BAR.POP.15UP,"Barro-Lee: Population in thousands, age 15+, total","Population in thousands, age 15+, total is the total population over age 15 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
33,BAR.POP.15UP.FE,"Barro-Lee: Population in thousands, age 15+, female","Population in thousands, age 15+, female is the female population over age 15 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
34,BAR.POP.2024,"Barro-Lee: Population in thousands, age 20-24, total","Population in thousands, age 20-24, total is the total population of 20-24 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
35,BAR.POP.2024.FE,"Barro-Lee: Population in thousands, age 20-24, female","Population in thousands, age 20-24, female is the female population of 20-24 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
36,BAR.POP.2529,"Barro-Lee: Population in thousands, age 25-29, total","Population in thousands, age 25-29, total is the total population of 25-29 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
37,BAR.POP.2529.FE,"Barro-Lee: Population in thousands, age 25-29, female","Population in thousands, age 25-29, female is the female population of 25-29 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
38,BAR.POP.25UP,"Barro-Lee: Population in thousands, age 25+, total","Population in thousands, age 25+, total is the total population over age 25 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
39,BAR.POP.25UP.FE,"Barro-Lee: Population in thousands, age 25+, female","Population in thousands, age 25+, female is the female population over age 25 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
40,BAR.POP.3034,"Barro-Lee: Population in thousands, age 30-34, total","Population in thousands, age 30-34, total is the total population of 30-34 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
41,BAR.POP.3034.FE,"Barro-Lee: Population in thousands, age 30-34, female","Population in thousands, age 30-34, female is the female population of 30-34 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
42,BAR.POP.3539,"Barro-Lee: Population in thousands, age 35-39, total","Population in thousands, age 35-39, total is the total population of 35-39 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
43,BAR.POP.3539.FE,"Barro-Lee: Population in thousands, age 35-39, female","Population in thousands, age 35-39, female is the female population of 35-39 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
44,BAR.POP.4044,"Barro-Lee: Population in thousands, age 40-44, total","Population in thousands, age 40-44, total is the total population of 40-44 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
45,BAR.POP.4044.FE,"Barro-Lee: Population in thousands, age 40-44, female","Population in thousands, age 40-44, female is the female population of 40-44 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
46,BAR.POP.4549,"Barro-Lee: Population in thousands, age 45-49, total","Population in thousands, age 45-49, total is the total population of 45-49 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
47,BAR.POP.4549.FE,"Barro-Lee: Population in thousands, age 45-49, female","Population in thousands, age 45-49, female is the female population of 45-49 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
48,BAR.POP.5054,"Barro-Lee: Population in thousands, age 50-54, total","Population in thousands, age 50-54, total is the total population of 50-54 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
49,BAR.POP.5054.FE,"Barro-Lee: Population in thousands, age 50-54, female","Population in thousands, age 50-54, female is the female population of 50-54 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
50,BAR.POP.5559,"Barro-Lee: Population in thousands, age 55-59, total","Population in thousands, age 55-59, total is the total population of 55-59 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
51,BAR.POP.5559.FE,"Barro-Lee: Population in thousands, age 55-59, female","Population in thousands, age 55-59, female is the female population of 55-59 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
52,BAR.POP.6064,"Barro-Lee: Population in thousands, age 60-64, total","Population in thousands, age 60-64, total is the total population of 60-64 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
53,BAR.POP.6064.FE,"Barro-Lee: Population in thousands, age 60-64, female","Population in thousands, age 60-64, female is the female population of 60-64 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
54,BAR.POP.6569,"Barro-Lee: Population in thousands, age 65-69, total","Population in thousands, age 65-69, total is the total population of 65-69 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
55,BAR.POP.6569.FE,"Barro-Lee: Population in thousands, age 65-69, female","Population in thousands, age 65-69, female is the female population of 65-69 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
56,BAR.POP.7074,"Barro-Lee: Population in thousands, age 70-74, total","Population in thousands, age 70-74, total is the total population of 70-74 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
57,BAR.POP.7074.FE,"Barro-Lee: Population in thousands, age 70-74, female","Population in thousands, age 70-74, female is the female population of 70-74 year olds in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
58,BAR.POP.75UP,"Barro-Lee: Population in thousands, age 75+, total","Population in thousands, age 75+, total is the total population over age 75 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
59,BAR.POP.75UP.FE,"Barro-Lee: Population in thousands, age 75+, female","Population in thousands, age 75+, female is the female population over age 75 in thousands estimated by Barro-Lee.
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",,,0,0
60,BAR.PRM.CMPT.1519.FE.ZS,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Completed Primary,"Percentage of female population age 15-19 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
61,BAR.PRM.CMPT.1519.ZS,Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary,"Percentage of population age 15-19 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
62,BAR.PRM.CMPT.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,"Percentage of female population age 15+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
63,BAR.PRM.CMPT.15UP.ZS,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,"Percentage of population age 15+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
64,BAR.PRM.CMPT.2024.FE.ZS,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Completed Primary,"Percentage of female population age 20-24 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
65,BAR.PRM.CMPT.2024.ZS,Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary,"Percentage of population age 20-24 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
66,BAR.PRM.CMPT.2529.FE.ZS,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Completed Primary,"Percentage of female population age 25-29 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
67,BAR.PRM.CMPT.2529.ZS,Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary,"Percentage of population age 25-29 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
68,BAR.PRM.CMPT.25UP.FE.ZS,Barro-Lee: Percentage of female population age 25+ with primary schooling. Completed Primary,"Percentage of female population age 25+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
69,BAR.PRM.CMPT.25UP.ZS,Barro-Lee: Percentage of population age 25+ with primary schooling. Completed Primary,"Percentage of population age 25+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
70,BAR.PRM.CMPT.3034.FE.ZS,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Completed Primary,"Percentage of female population age 30-34 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
71,BAR.PRM.CMPT.3034.ZS,Barro-Lee: Percentage of population age 30-34 with primary schooling. Completed Primary,"Percentage of population age 30-34 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
72,BAR.PRM.CMPT.3539.FE.ZS,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Completed Primary,"Percentage of female population age 35-39 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
73,BAR.PRM.CMPT.3539.ZS,Barro-Lee: Percentage of population age 35-39 with primary schooling. Completed Primary,"Percentage of population age 35-39 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
74,BAR.PRM.CMPT.4044.FE.ZS,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Completed Primary,"Percentage of female population age 40-44 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
75,BAR.PRM.CMPT.4044.ZS,Barro-Lee: Percentage of population age 40-44 with primary schooling. Completed Primary,"Percentage of population age 40-44 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
76,BAR.PRM.CMPT.4549.FE.ZS,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Completed Primary,"Percentage of female population age 45-49 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
77,BAR.PRM.CMPT.4549.ZS,Barro-Lee: Percentage of population age 45-49 with primary schooling. Completed Primary,"Percentage of population age 45-49 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
78,BAR.PRM.CMPT.5054.FE.ZS,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Completed Primary,"Percentage of female population age 50-54 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
79,BAR.PRM.CMPT.5054.ZS,Barro-Lee: Percentage of population age 50-54 with primary schooling. Completed Primary,"Percentage of population age 50-54 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
80,BAR.PRM.CMPT.5559.FE.ZS,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Completed Primary,"Percentage of female population age 55-59 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
81,BAR.PRM.CMPT.5559.ZS,Barro-Lee: Percentage of population age 55-59 with primary schooling. Completed Primary,"Percentage of population age 55-59 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
82,BAR.PRM.CMPT.6064.FE.ZS,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Completed Primary,"Percentage of female population age 60-64 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
83,BAR.PRM.CMPT.6064.ZS,Barro-Lee: Percentage of population age 60-64 with primary schooling. Completed Primary,"Percentage of population age 60-64 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
84,BAR.PRM.CMPT.6569.FE.ZS,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Completed Primary,"Percentage of female population age 65-69 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
85,BAR.PRM.CMPT.6569.ZS,Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,"Percentage of population age 65-69 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
86,BAR.PRM.CMPT.7074.FE.ZS,Barro-Lee: Percentage of female population age 70-74 with primary schooling. Completed Primary,"Percentage of female population age 70-74 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
87,BAR.PRM.CMPT.7074.ZS,Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,"Percentage of population age 70-74 with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
88,BAR.PRM.CMPT.75UP.FE.ZS,Barro-Lee: Percentage of female population age 75+ with primary schooling. Completed Primary,"Percentage of female population age 75+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
89,BAR.PRM.CMPT.75UP.ZS,Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,"Percentage of population age 75+ with primary schooling. Completed Primary
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
90,BAR.PRM.ICMP.1519.FE.ZS,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 15-19 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
91,BAR.PRM.ICMP.1519.ZS,Barro-Lee: Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
92,BAR.PRM.ICMP.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 15+ with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
93,BAR.PRM.ICMP.15UP.ZS,Barro-Lee: Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
94,BAR.PRM.ICMP.2024.FE.ZS,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 20-24 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
95,BAR.PRM.ICMP.2024.ZS,Barro-Lee: Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
96,BAR.PRM.ICMP.2529.FE.ZS,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 25-29 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
97,BAR.PRM.ICMP.2529.ZS,Barro-Lee: Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
98,BAR.PRM.ICMP.25UP.FE.ZS,Barro-Lee: Percentage of female population age 25+ with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 25+ with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
99,BAR.PRM.ICMP.25UP.ZS,Barro-Lee: Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
100,BAR.PRM.ICMP.3034.FE.ZS,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 30-34 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
101,BAR.PRM.ICMP.3034.ZS,Barro-Lee: Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
102,BAR.PRM.ICMP.3539.FE.ZS,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 35-39 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
103,BAR.PRM.ICMP.3539.ZS,Barro-Lee: Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
104,BAR.PRM.ICMP.4044.FE.ZS,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
105,BAR.PRM.ICMP.4044.ZS,Barro-Lee: Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
106,BAR.PRM.ICMP.4549.FE.ZS,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
107,BAR.PRM.ICMP.4549.ZS,Barro-Lee: Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
108,BAR.PRM.ICMP.5054.FE.ZS,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
109,BAR.PRM.ICMP.5054.ZS,Barro-Lee: Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
110,BAR.PRM.ICMP.5559.FE.ZS,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
111,BAR.PRM.ICMP.5559.ZS,Barro-Lee: Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
112,BAR.PRM.ICMP.6064.FE.ZS,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
113,BAR.PRM.ICMP.6064.ZS,Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
114,BAR.PRM.ICMP.6569.FE.ZS,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),"Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary)
Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",%,%,0,0
