name,unit,dataset_id,id
"Indicator 6.2.1b: Risk-weighted prevalence of populations without access to a handwashing facility, as measured by the summary exposure value (SEV) for unsafe hygiene (%) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,583635
"Indicator 6.2.1b: Risk-weighted prevalence of populations without access to a handwashing facility, as measured by the summary exposure value (SEV) for unsafe hygiene (%) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,583663
"Indicator 7.1.2: Risk-weighted prevalence of household air pollution, as measured by the summary exposure value (SEV) for household air pollution (%) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,591630
"Indicator 7.1.2: Risk-weighted prevalence of household air pollution, as measured by the summary exposure value (SEV) for household air pollution (%) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,591658
SDG Index: Geometric mean of all health-related SDG indicators (scale of 0 to 100) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,599625
SDG Index: Geometric mean of all health-related SDG indicators (scale of 0 to 100) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,599653
"Indicator 8.8.1: Age-standardised all-cause disability-adjusted life year (DALY) rates attributable to occupational risks (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,607620
"Indicator 8.8.1: Age-standardised all-cause disability-adjusted life year (DALY) rates attributable to occupational risks (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,607648
Indicator 3.b.1: Coverage of eight vaccines in target populations (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,615615
Indicator 3.b.1: Coverage of eight vaccines in target populations (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,615643
Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,623610
Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,623638
Indicator 16.1.3a: Age-standardised prevalence of physical violence experienced by populations in the past 12 months (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,631605
Indicator 16.1.3a: Age-standardised prevalence of physical violence experienced by populations in the past 12 months (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,631633
Indicator 16.1.3c: Age-standardised prevalence of sexual violence experienced by populations in the past 12 months (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,639600
Indicator 16.1.3c: Age-standardised prevalence of sexual violence experienced by populations in the past 12 months (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,639628
"Indicator 3.c.1: Physicians, nurses and midwives, and pharmacists per 1,000 population - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,647595
"Indicator 3.c.1: Physicians, nurses and midwives, and pharmacists per 1,000 population - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,647623
Indicator 5.2.2: Age-standardised prevalence of women aged 15 years and older who experienced physical or sexual violence by non-intimate partner in the last 12 months (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,655590
Indicator 5.2.2: Age-standardised prevalence of women aged 15 years and older who experienced physical or sexual violence by non-intimate partner in the last 12 months (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,655618
Indicator 17.19.2c: Percentage of well-certified deaths by a vital registration system among a country's total population (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,663585
Indicator 17.19.2c: Percentage of well-certified deaths by a vital registration system among a country's total population (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,663613
